Edad,Ingreso_Anual,Deudas_Activas,Puntaje_Credito,Aprobado
65,63481,4,386,1
63,35977,3,488,1
40,64839,4,719,1
63,77874,1,366,1
30,78414,0,547,0
58,45538,1,506,0
23,76241,4,504,1
20,93501,3,618,0
47,95133,1,382,0
43,80481,2,723,0
54,47740,0,381,1
32,83328,4,848,0
66,92105,3,786,1
53,70643,1,432,0
30,31881,0,414,1
55,56996,3,676,0
36,52177,1,510,1
54,57177,4,431,0
37,86126,2,673,0
59,76531,2,453,1
41,46119,4,722,0
43,47915,0,665,0
38,22708,4,446,1
56,58749,1,426,0
58,64989,0,607,1
40,42106,2,417,0
27,37131,1,530,0
47,66553,3,750,1
24,78144,3,799,1
36,26553,3,444,0
56,37881,2,348,1
55,21379,4,406,1
38,89306,0,392,1
46,39726,2,439,0
53,29088,1,613,0
30,54314,1,310,0
64,75041,3,747,0
66,36350,0,694,0
31,99509,3,804,0
40,37769,1,677,1
30,67249,1,660,1
58,66365,4,847,0
47,70185,4,695,1
24,22786,4,485,1
36,21620,3,520,0
39,56303,0,817,0
60,39589,4,599,0
65,22882,2,474,1
31,82248,4,670,0
25,69322,3,808,0
36,44524,0,503,0
38,29745,4,581,1
45,35861,0,715,1
67,74261,2,332,0
63,22837,1,381,0
63,94135,0,782,1
51,74380,4,447,1
25,69831,3,794,1
55,58255,3,469,1
57,49520,3,306,0
30,49541,3,679,0
52,85772,0,733,1
43,47350,3,333,0
42,64397,1,437,0
34,97085,2,666,0
46,83865,0,405,0
30,75956,0,331,0
69,47453,3,823,1
36,82345,3,467,0
33,32906,0,377,0
46,34988,3,845,0
37,47723,3,508,1
47,53800,3,710,1
66,59107,3,307,0
66,47430,3,526,0
23,52535,4,474,1
26,88476,4,380,0
64,97798,4,356,1
54,72284,0,434,1
67,76232,2,537,0
28,64420,0,771,1
27,57710,4,516,0
64,92497,0,325,0
36,60498,2,486,0
36,51283,3,415,1
68,86169,1,462,0
52,92358,4,713,0
51,82457,4,477,0
27,45968,2,579,1
38,82508,3,511,0
57,83220,3,353,0
22,25738,1,366,1
24,23098,3,843,1
32,93633,2,819,1
66,98672,3,798,0
65,58244,2,730,1
50,28253,4,345,0
35,74333,4,334,0
69,70969,4,488,1
51,90423,0,388,1
41,64411,4,634,1
48,95028,2,435,1
41,55421,1,845,1
62,21454,3,412,0
22,37522,4,471,1
29,58575,0,638,0
61,23192,0,824,1
40,75268,2,473,0
35,30402,1,631,0
31,98610,4,506,1
21,56527,4,642,0
60,72181,0,403,1
43,47002,2,339,1
54,32460,0,322,0
49,50482,0,551,1
49,36447,1,589,1
66,68228,2,501,1
54,70126,1,454,1
38,40545,2,405,0
69,75114,4,559,0
27,95350,3,499,0
45,77801,3,516,0
68,33890,2,710,1
59,72482,3,416,0
26,83397,0,723,1
49,21740,4,511,1
26,50121,4,454,0
22,31218,3,562,0
20,91591,2,806,1
55,54722,0,450,1
44,69431,2,511,1
56,71543,3,491,0
20,62000,4,397,0
34,91975,4,840,1
56,50921,2,471,0
32,50614,1,670,1
59,81189,2,454,0
27,37601,1,439,1
24,91543,2,555,0
28,40514,1,715,1
20,87612,1,628,1
55,36292,1,677,1
54,51510,1,565,0
21,48000,0,840,0
59,50383,1,438,0
42,31785,1,811,1
28,60910,4,548,1
53,59028,0,607,1
65,44855,1,518,0
33,44281,3,592,0
23,24841,0,709,0
49,80155,4,497,0
50,46918,2,379,1
57,76313,4,684,0
30,37443,4,436,1
54,52250,0,512,1
27,21922,0,506,1
22,51976,3,432,1
33,31991,3,465,0
32,73744,0,802,1
64,42733,0,729,0
51,22473,0,479,0
53,28108,2,420,1
64,48715,4,473,1
38,52210,3,630,0
57,57317,3,367,0
35,85516,1,437,1
21,53362,2,607,0
59,74604,0,629,1
36,24889,0,537,0
53,93748,2,829,0
61,51971,3,375,1
35,70551,0,450,1
57,23201,1,615,1
21,57958,3,336,1
21,99251,4,425,0
45,25681,2,585,1
32,66870,3,539,0
66,87203,4,519,1
50,48152,1,306,0
53,70061,2,515,0
58,77619,0,592,0
22,78235,0,838,1
27,93740,4,783,0
42,57890,3,342,1
33,81401,1,606,0
46,31217,4,392,0
48,68351,1,568,0
58,53741,1,514,0
58,40654,1,413,1
20,81314,2,484,1
36,21408,4,424,1
60,62903,2,404,0
49,21218,3,536,1
32,70572,3,457,0
40,78798,0,773,1
38,50105,0,804,0
38,89634,0,573,1
44,85063,3,416,1
41,27619,1,835,0
50,31939,1,359,0
36,38226,4,700,1
42,45322,3,479,0
51,78215,0,531,1
29,36878,3,775,1
29,26560,1,544,1
55,58278,1,512,1
27,56212,2,758,0
39,93079,2,427,0
51,43946,4,516,0
69,51740,3,319,1
33,27253,2,359,1
69,99311,2,428,1
47,52813,3,496,1
65,84331,1,791,1
43,47632,4,803,1
34,68365,4,546,0
41,87593,4,559,1
49,53431,2,646,1
23,57436,1,496,0
32,38413,4,406,0
42,58485,3,459,0
27,88232,4,721,1
37,36101,0,506,1
31,28831,1,612,0
50,71897,0,731,1
33,25004,1,534,0
53,65924,3,626,1
37,41509,2,778,1
53,57170,2,727,1
30,63555,1,399,0
60,34662,4,537,1
31,85930,0,406,0
68,67403,3,663,0
34,56365,4,792,0
50,82188,2,342,1
68,96060,4,372,1
48,46673,0,603,1
45,83471,2,304,1
37,37156,1,648,0
51,77287,3,699,0
41,21645,3,732,1
57,79076,2,406,0
36,95351,1,416,1
42,70151,0,682,1
43,87384,3,381,0
69,53541,2,709,1
27,92847,3,369,0
60,70955,1,686,0
25,29290,0,823,1
24,78942,1,596,1
63,50143,4,364,1
48,44509,1,477,0
47,56741,1,307,1
30,46898,3,458,0
20,82948,1,310,0
62,81768,2,710,1
38,63262,3,454,0
28,25506,3,505,1
46,40605,4,414,1
53,98590,2,678,0
63,48231,1,649,0
23,99397,4,397,0
55,97123,2,318,1
37,33515,4,612,0
34,58622,0,827,0
32,36600,1,744,1
38,47892,4,530,1
68,89310,0,658,1
25,41801,1,682,0
67,57695,4,811,0
31,48853,4,343,1
56,24429,4,664,1
36,24606,4,410,0
42,24478,3,522,0
45,60134,4,685,0
48,89963,3,564,0
52,90897,3,570,1
46,45475,0,511,0
44,86177,1,795,0
29,41730,3,613,0
66,41113,2,686,0
42,40011,3,546,0
40,75746,2,649,0
40,62853,0,371,1
62,56818,2,595,0
32,57321,0,512,1
56,41309,0,594,1
52,38688,0,470,0
43,48176,2,545,0
63,88879,2,440,0
30,87592,0,539,1
36,29416,0,610,1
23,59994,1,715,0
66,86422,0,697,1
44,28584,4,321,1
49,38830,1,377,0
28,97066,1,774,1
40,23591,1,652,0
39,41395,4,670,1
38,74182,1,320,0
38,36738,1,806,1
31,22631,2,459,0
56,37905,2,660,1
61,39056,0,596,0
36,55447,0,651,1
56,74418,3,479,0
67,57190,4,771,0
58,46014,2,694,0
47,92999,0,512,0
60,70278,4,829,1
54,21780,1,694,1
66,79258,4,326,1
67,62192,2,748,1
37,79300,3,737,0
33,63923,2,584,0
54,22395,0,488,1
63,35779,0,498,1
60,91028,4,401,1
26,49722,2,778,0
60,27111,0,523,0
32,29984,1,816,0
37,92328,1,826,0
56,46924,3,740,1
32,72703,4,816,0
55,52577,0,529,1
50,27711,3,413,1
21,24096,1,815,1
35,86555,3,483,1
28,95012,3,333,0
28,28254,0,595,1
57,97120,0,752,0
30,25965,0,804,1
41,97000,4,705,0
52,97975,3,426,0
55,77987,3,441,0
64,52963,4,427,0
42,23273,1,649,1
64,35330,2,823,1
64,41494,1,762,1
53,96422,4,543,1
28,23212,3,485,1
43,21080,3,532,0
27,52675,0,813,1
26,42007,0,300,0
55,66815,3,538,1
37,20639,3,354,1
22,83593,0,794,0
47,98038,0,717,0
25,23736,1,747,1
63,36473,3,637,1
63,54019,3,576,1
40,56820,4,309,1
47,77589,1,640,0
59,85807,2,403,0
20,38414,2,644,0
55,44220,2,669,1
40,80531,0,497,0
62,62425,2,313,1
54,29387,4,637,1
32,96815,0,841,1
68,47584,0,756,0
29,64783,2,825,0
63,59809,0,735,1
66,74327,1,665,1
29,30857,1,700,1
65,62261,2,781,1
32,93588,4,409,0
56,36995,0,705,0
57,33580,3,608,0
43,38240,2,459,1
21,95752,0,354,0
41,66111,2,555,1
36,54866,2,833,1
55,93401,4,721,0
33,32211,3,563,1
29,78985,0,532,1
54,53268,2,532,1
44,23646,2,816,0
22,75371,0,344,0
66,62816,2,735,0
57,64112,2,634,0
36,71048,2,703,0
31,74911,1,463,1
43,95446,1,555,0
48,21778,3,365,1
62,65752,4,387,1
44,90726,0,539,0
55,47289,4,610,1
45,64788,4,557,1
57,24747,1,813,1
20,94822,3,733,0
39,20045,4,428,1
47,27758,4,625,0
35,43437,2,316,1
66,39585,0,641,1
36,29854,3,548,0
59,72076,0,476,0
47,76950,1,656,1
31,37349,4,794,1
46,41348,4,334,1
61,54296,0,706,0
66,39455,1,309,0
49,98824,2,830,0
60,74021,2,834,1
53,91923,4,394,0
56,59293,4,749,0
25,66116,3,519,0
26,60484,0,395,1
51,50215,4,680,1
51,23404,1,506,1
44,57260,0,545,1
52,85642,3,809,0
26,66009,2,382,0
31,49605,3,616,1
35,73205,0,404,1
35,57569,2,669,0
62,25580,1,479,1
55,25400,2,382,1
32,59643,2,831,1
26,59015,1,800,1
55,91713,4,647,1
66,92805,4,571,0
28,34974,2,630,1
51,34037,2,688,1
30,36167,3,436,0
27,63148,4,660,0
52,92153,1,581,1
42,41534,2,501,0
44,76879,2,830,1
27,85839,3,315,0
64,49756,3,413,1
41,32683,3,367,1
23,69485,0,329,0
59,31025,1,818,0
22,38715,0,321,0
48,90097,2,730,0
60,95705,3,329,0
48,37116,3,709,0
53,56744,3,348,1
53,22124,4,624,1
47,58051,1,787,0
32,27176,0,597,0
34,84818,1,480,0
42,38676,3,421,1
63,65177,2,423,0
45,20997,4,752,0
23,79330,1,565,0
45,63769,2,327,1
59,98653,3,558,1
28,31231,3,376,1
24,92976,3,731,0
51,75965,3,334,0
39,81517,4,735,0
69,47387,4,413,1
30,24090,1,361,0
34,44945,3,351,0
51,60239,4,415,0
47,23743,2,346,1
41,50924,4,737,0
60,30196,4,711,1
36,88860,1,400,1
45,61400,4,578,0
63,68795,2,406,1
26,71553,3,334,1
61,44111,0,658,1
45,83083,1,301,0
44,81600,2,791,0
29,70022,1,571,1
64,23199,3,443,0
38,70897,4,734,1
30,58038,4,750,1
32,75038,2,527,1
27,27897,3,844,0
59,84541,0,513,1
23,34892,0,547,1
66,28271,4,707,1
50,44815,3,352,0
47,65612,3,613,1
30,53357,2,673,0
62,95088,0,336,0
20,36267,2,823,1
68,38268,1,383,1
66,34263,3,393,0
57,90935,0,714,1
43,79660,2,641,0
66,85527,4,849,0
50,83379,1,720,1
60,61271,2,647,0
65,86612,4,427,1
69,27235,0,451,1
45,36417,0,821,0
68,54609,1,337,1
69,53902,4,726,0
24,43645,3,404,1
39,82873,0,464,1
60,84558,3,843,1
30,82233,3,511,0
52,43401,2,825,0
69,27771,2,431,0
57,61335,0,451,1
46,94451,3,395,1
53,99434,2,802,0
34,87449,4,821,0
51,21942,4,673,1
40,40388,4,315,0
65,77042,4,317,0
24,73740,3,708,1
25,85873,4,306,0
57,67024,3,544,1
41,43450,0,428,0
37,76965,0,754,0
33,30057,4,371,0
29,28983,4,459,1
65,39995,4,386,1
32,97681,0,700,0
50,58886,2,761,1
49,22673,0,828,0
22,54890,4,388,0
49,97513,2,305,1
25,43466,2,383,1
48,70406,1,549,1
27,23688,3,715,1
63,89284,4,371,0
64,33665,3,411,1
62,40641,1,471,1
63,52500,3,572,0
52,55797,4,829,0
36,65950,1,618,0
67,45046,3,381,0
30,29638,0,374,0
32,41173,2,728,1
69,33222,1,759,1
30,70064,0,645,0
50,57010,4,548,1
47,38095,2,686,0
63,21439,1,662,1
25,25375,2,595,1
60,40600,1,367,1
35,22466,1,737,1
23,65097,3,831,0
54,73276,2,432,1
67,70117,2,594,1
45,66971,0,595,1
31,26928,4,332,1
30,75309,0,673,1
56,94647,3,331,1
44,60888,1,604,1
37,63832,3,407,1
38,29404,3,395,0
42,53639,0,365,0
57,98118,1,820,1
37,80598,4,529,0
45,86399,3,657,1
25,47684,4,701,0
23,88591,1,398,0
63,97722,1,570,1
48,22682,0,661,0
53,58046,2,463,0
36,41832,0,827,0
62,36997,4,468,1
62,54640,0,320,1
35,96882,1,839,1
21,60491,3,696,0
53,83043,2,335,1
27,92725,1,794,0
32,65520,3,613,0
61,82919,4,789,0
27,84442,4,575,0
49,41770,4,532,0
51,67498,0,735,0
55,81477,4,305,0
66,20244,4,834,1
49,52788,0,543,0
20,99453,3,540,1
62,77737,1,572,1
58,66489,2,374,0
36,91303,4,582,1
39,48390,4,834,1
43,30247,4,386,1
69,89051,0,448,1
41,79719,0,449,1
48,54678,0,459,0
41,96286,2,745,0
63,49583,1,381,1
28,28076,4,306,1
56,38006,3,481,1
29,35051,4,825,1
55,24314,4,777,0
56,48670,4,482,1
47,87551,4,613,1
47,30236,1,473,0
61,55568,3,313,0
62,80314,0,599,1
40,36352,3,372,1
43,65650,4,813,0
61,30346,3,642,0
59,45156,4,695,1
21,75904,3,632,0
27,34035,2,654,0
67,36108,3,462,1
46,22853,0,415,1
41,24176,0,702,1
56,45920,3,378,1
46,74850,3,746,1
48,26829,1,307,1
22,93927,3,322,0
63,60667,0,842,0
32,85842,2,713,0
64,55843,0,708,1
29,70808,1,321,1
55,50543,3,702,1
28,92780,2,456,1
46,26611,0,629,1
53,66902,2,321,1
20,53043,4,771,0
51,25271,0,563,1
44,92867,4,602,1
48,97089,2,764,1
26,78745,3,463,0
68,82077,3,435,1
22,79119,3,551,0
39,31573,4,504,1
39,41409,3,601,1
49,44464,1,541,0
54,62840,0,360,0
54,68785,0,764,1
68,40662,2,601,1
58,38228,4,771,1
46,80721,0,693,1
45,69223,4,558,1
33,27386,2,841,0
36,26862,3,829,1
37,60108,2,486,1
64,95023,1,511,1
48,47201,3,334,0
39,88578,3,446,0
46,69966,3,581,0
37,74774,2,846,1
23,30386,1,548,0
20,97228,4,356,0
69,35225,2,604,0
20,36693,0,821,0
45,92197,0,660,1
64,63021,2,536,1
39,38261,4,533,1
42,47378,0,522,0
29,31937,4,626,0
30,86330,3,397,1
60,67366,2,525,0
60,92322,3,788,1
24,60160,0,777,0
20,65313,4,633,0
36,47032,3,811,0
41,37358,0,681,1
53,81710,1,722,0
64,68821,3,647,1
60,48365,1,452,1
48,33189,1,751,0
23,96749,0,589,0
24,27248,2,418,1
30,24369,4,513,0
40,83763,0,738,1
54,28050,3,746,1
31,48605,4,341,0
45,69616,2,694,0
38,74479,0,546,0
64,60883,2,590,0
26,53055,3,547,0
66,88731,0,748,1
26,27450,3,383,1
45,22925,4,520,1
59,70272,4,350,1
24,25310,2,849,0
40,51817,2,486,0
33,64528,4,824,0
23,75779,1,522,0
42,96310,4,764,0
61,35457,0,718,0
39,62311,3,386,1
34,23980,4,558,1
69,40886,4,480,0
64,97112,3,610,1
48,70877,3,472,1
27,56181,0,621,0
60,53262,3,639,0
67,20947,2,795,1
38,20022,4,544,1
67,21128,3,804,1
58,99522,0,628,0
65,52322,3,495,0
47,68929,4,361,0
65,29808,1,324,1
46,72882,3,677,0
23,41725,2,594,0
34,92534,4,351,1
54,59950,0,339,0
56,40557,4,756,0
20,41825,1,301,1
22,28998,0,768,0
66,56080,1,405,0
43,77797,1,515,0
46,35802,2,713,1
59,31167,3,509,0
55,62407,2,357,0
53,33338,2,342,1
48,96289,2,437,0
43,91520,0,788,0
43,38895,3,768,1
61,67910,3,688,0
23,85898,0,497,0
22,23454,2,501,1
53,80797,2,491,1
68,70637,1,406,1
42,25349,1,626,0
42,59963,4,656,0
64,95583,1,800,1
24,27750,3,583,0
50,42463,0,767,0
60,94935,2,807,1
25,78792,4,405,0
56,33686,1,593,1
29,83528,4,365,0
59,42787,0,494,0
26,34776,0,487,1
58,77427,4,346,0
57,81086,4,661,1
40,83308,4,836,0
39,35797,2,786,0
22,25302,3,545,0
41,83172,1,477,0
66,58059,1,414,1
23,20908,1,464,1
47,80252,4,518,1
31,32877,4,496,1
57,34239,4,700,1
55,47313,2,375,0
66,62103,2,725,0
60,68408,2,586,1
24,30534,2,844,0
32,63060,0,598,0
42,37189,2,593,1
69,30967,2,746,0
49,85563,2,713,0
56,28660,1,730,0
44,59823,1,529,1
67,75842,1,395,0
46,29616,3,738,1
33,95976,0,470,0
67,68738,4,616,1
66,33107,2,843,0
55,81404,1,790,1
58,35954,0,687,0
35,36943,2,371,1
41,60725,3,831,1
40,65434,4,538,0
40,30110,2,388,0
27,36462,4,834,1
68,99232,2,453,1
35,74081,3,489,0
50,72799,0,714,0
61,86567,4,453,0
29,71224,4,638,0
51,76063,0,816,0
53,75240,4,334,1
28,37868,1,825,0
36,95973,0,836,0
30,42222,3,517,1
51,99794,2,553,1
29,83924,2,502,0
41,98513,0,400,0
36,74649,1,660,0
23,30223,3,477,0
67,68166,2,575,0
66,59369,2,611,0
44,89392,1,709,0
40,79526,4,587,1
56,32661,0,824,0
57,35591,1,700,0
68,91718,1,516,1
20,75235,1,769,1
44,27970,1,326,0
55,67922,4,721,0
36,50755,3,313,1
60,39416,1,800,0
43,33672,1,624,1
21,66996,0,623,1
59,94095,2,584,0
34,20064,4,388,1
51,88835,1,344,1
58,90385,3,797,1
25,25639,3,797,0
20,31055,3,444,1
66,79220,0,817,1
42,49427,3,381,1
58,84666,0,466,1
36,84274,4,404,0
53,30866,3,787,0
60,23889,2,609,0
48,68226,1,381,0
28,51335,4,393,0
32,70547,2,620,0
25,46162,4,642,0
25,44687,3,660,1
39,30995,4,365,1
22,76488,4,728,1
36,22631,4,700,0
68,54954,0,470,0
31,25967,2,367,0
67,84471,3,791,1
66,57116,1,333,1
64,54227,3,300,0
20,21942,3,450,1
36,67664,0,557,1
22,48069,0,318,1
45,34407,4,334,0
34,79201,3,670,1
55,74348,2,790,1
51,37878,0,540,0
51,98629,0,306,0
23,75420,2,848,0
37,63168,0,670,0
68,74862,2,549,0
38,48004,1,414,0
62,40471,2,636,0
54,80167,1,441,0
59,85308,4,784,0
33,34568,4,737,1
52,29466,0,387,1
33,77324,2,762,0
53,35467,0,347,0
23,95955,2,780,1
43,72948,0,823,1
48,36676,4,510,0
38,51514,4,543,1
25,42650,0,538,0
52,97701,2,496,1
68,30683,3,534,1
59,79819,2,486,0
38,24860,0,589,1
20,23729,2,520,0
24,51351,1,796,1
46,82744,2,795,0
35,44346,4,601,1
25,94155,4,486,0
59,96700,1,749,1
32,26955,2,711,1
67,85642,3,544,0
54,90290,2,612,0
38,64293,4,795,0
31,81336,4,321,1
35,41662,0,367,1
62,26408,4,691,0
29,60403,0,615,1
44,21225,4,364,0
39,32196,4,840,0
50,89786,3,511,0
23,35372,0,499,1
63,37279,0,477,1
42,74240,4,722,1
21,58187,0,761,0
41,68481,4,343,1
56,48475,4,730,0
27,64552,2,467,0
26,87969,0,586,0
33,96534,1,636,0
22,26858,0,470,1
69,94486,0,482,0
35,94474,3,315,1
38,45168,1,795,0
37,52099,1,409,0
35,91180,3,605,0
27,81455,3,305,0
52,74240,0,572,1
68,94796,2,660,0
31,74592,3,484,1
30,67458,1,399,0
24,78046,1,389,0
46,36488,0,545,0
31,78841,2,538,1
36,20395,4,380,0
25,72669,3,414,1
52,30845,3,575,0
24,56059,0,379,0
47,38394,2,478,1
33,65906,1,608,0
24,79332,1,808,0
52,57305,4,559,1
69,62628,1,591,0
67,41352,3,590,1
60,71993,4,841,0
38,59386,2,362,0
41,76624,4,704,0
24,77065,2,779,1
21,28539,1,624,1
49,21263,0,680,1
66,33305,4,609,1
58,73817,4,642,0
23,44398,3,774,0
52,95801,3,355,0
32,69107,2,724,1
39,52152,0,441,1
26,50624,3,675,0
34,76132,3,525,0
42,72979,1,773,1
33,78013,1,324,1
42,83797,3,664,1
38,71798,2,394,0
48,36650,0,807,1
39,46014,3,475,1
48,96421,2,707,0
43,27434,2,789,1
37,50028,3,758,0
29,86558,2,712,0
60,44331,4,637,1
27,87573,2,630,1
45,94292,3,512,0
48,66326,2,644,0
29,24123,3,846,1
36,36603,1,823,0
21,85941,3,645,0
25,62597,2,547,0
24,83238,3,624,1
47,62719,0,766,0
60,61751,3,390,1
24,37693,3,593,0
37,57697,0,840,1
45,49992,0,823,1
39,83825,0,558,1
60,29522,4,386,0
68,65406,3,457,0
46,32121,0,793,1
68,34219,0,485,1
31,21617,1,643,0
26,63016,4,815,0
22,70672,3,808,0
29,44276,2,839,0
53,92240,4,315,0
44,75735,4,824,1
54,37959,1,499,0
35,48522,3,483,0
21,76087,3,608,1
43,29953,0,807,0
29,46567,0,580,1
57,80523,4,457,0
41,82708,1,659,1
45,42560,3,558,0
62,78390,1,456,1
58,88149,2,724,0
46,56660,3,320,0
48,65104,0,646,0
66,77805,4,649,0
57,44496,1,684,0
39,23515,0,737,1
46,24454,4,755,0
60,42873,0,845,1
39,93920,3,379,0
63,33727,1,751,1
38,89070,2,840,1
39,69979,0,788,1
54,45465,1,822,0
66,73900,3,691,0
21,79799,0,658,0
49,41330,3,332,1
53,28302,2,435,1
41,98443,2,709,1
22,92717,4,828,0
25,32875,4,390,1
34,47219,4,712,1
46,56182,3,598,0
29,62269,4,786,0
28,99781,1,372,1
52,26457,3,560,0
51,26749,3,611,1
67,53064,4,464,1
25,29821,4,634,1
60,98655,3,801,1
55,27664,2,460,1
21,49281,2,689,0
48,51821,4,370,0
23,44647,2,391,1
20,89918,1,660,1
38,94944,1,620,1
45,47603,1,544,0
44,66458,3,323,0
29,90605,3,702,0
34,39623,3,672,0
41,64440,3,585,1
67,27704,3,740,1
40,47460,4,651,0
41,93511,2,518,1
55,26565,4,784,1
53,24870,2,742,1
49,38909,4,517,1
44,29117,1,366,0
64,87474,0,330,1
47,64322,3,621,0
20,40128,0,549,1
68,89001,0,309,1
64,20440,1,584,1
23,80955,0,452,1
26,69613,0,843,1
68,90949,1,828,0
28,31663,2,670,0
55,39547,4,600,0
38,20005,0,445,0
20,27038,3,351,0
29,26414,1,703,1
55,89506,0,440,0
28,96586,2,387,0
64,22606,2,726,1
65,36482,3,383,1
61,91873,0,542,1
51,53948,3,405,0
51,40875,2,654,1
25,33057,2,320,0
67,52400,4,305,0
57,91458,2,520,1
36,88607,1,386,0
29,47503,4,752,0
69,43765,3,641,1
46,66612,2,692,1
69,29428,1,651,1
54,51419,4,545,0
40,85195,1,412,0
44,93695,4,457,0
47,59142,4,536,1
66,91540,4,542,1
34,58289,3,465,0
23,96948,4,333,0
48,78951,4,554,1
28,31755,1,601,0
46,23890,4,519,1
45,37175,3,331,1
38,94727,1,808,0
47,85687,4,781,0
36,44288,1,532,1
62,66629,3,514,0
60,67800,1,541,1
61,57367,3,544,0
69,97810,2,319,0
39,97754,4,509,1
64,88513,3,725,0
59,49022,4,371,0
58,89329,3,477,0
68,79414,0,822,1
42,21659,0,598,1
66,77941,0,565,0
51,57930,3,819,1
66,63473,4,794,0
52,75598,0,574,0
65,36040,4,352,1
24,89806,3,699,1
62,33286,4,713,0
67,89139,4,788,0
53,75916,0,801,0
59,37600,1,606,1
30,22291,2,716,0
69,33123,3,808,0
22,23811,3,829,0
52,98883,3,305,0
30,51276,2,721,1
35,74145,1,750,0
37,66619,4,726,1
49,90678,3,689,0
67,46714,4,633,0
29,75685,0,747,0
37,32194,0,637,0
57,93062,0,387,0
38,84037,3,568,1
55,39362,2,364,1
32,74499,3,363,0
65,66281,0,569,0
22,82813,0,676,0
29,64852,3,628,1
57,67836,2,817,1
20,24595,2,720,1
46,35402,4,612,1
65,85283,1,608,0
27,62723,0,488,1
65,71322,2,341,0
61,66764,0,619,1
36,44911,1,744,0
28,39405,0,673,0
25,78122,2,585,0
62,23447,4,470,0
44,73143,3,562,1
58,82906,3,834,1
68,30662,2,441,1
47,83001,2,447,1
52,78282,1,739,0
56,24899,0,715,0
28,48582,1,324,1
37,87471,3,393,1
40,62213,0,604,0
21,95871,1,484,0
62,94081,3,582,0
57,57830,0,454,1
59,27066,4,313,1
55,30712,4,640,0
69,85365,1,772,1
62,50806,2,407,0
56,32210,0,630,0
34,56972,1,839,1
47,54136,2,738,0
37,64297,2,683,0
53,35945,0,459,1
41,62477,0,731,1
30,99180,2,695,1
32,90453,3,787,0
23,97413,1,488,0
41,33224,0,717,0
26,23052,2,642,1
62,47272,3,660,0
43,61150,4,408,0
23,37316,2,600,0
47,73389,3,667,1
34,83332,4,554,0
20,27240,3,615,0
22,88774,0,370,0
33,63175,2,568,0
57,20565,4,800,0
69,91094,3,508,0
20,36375,4,777,1
57,45710,1,475,0
57,69895,2,538,0
40,96639,0,741,0
67,35174,4,791,1
48,47597,3,398,0
24,94289,4,628,1
68,58397,3,625,1
29,91854,4,744,0
47,53069,0,594,0
40,60274,0,741,1
69,94237,2,330,1
26,92498,0,430,1
22,58197,4,826,1
64,68634,4,737,0
66,50041,0,625,1
39,27248,1,566,0
38,22203,4,585,1
54,71986,2,590,1
23,45370,1,667,0
24,55247,0,785,0
20,95922,3,467,0
23,20434,4,770,0
31,82982,3,469,1
46,85180,2,645,1
61,54474,1,377,1
42,44644,3,384,0
44,58493,2,500,0
40,23959,3,660,0
43,67289,3,601,0
44,31143,2,592,1
64,59593,4,593,1
65,59115,3,408,0
51,42540,2,664,1
51,55481,3,793,0
24,97097,4,566,0
55,42578,2,392,0
65,32787,3,363,1
61,92048,0,727,0
68,72879,4,667,0
61,30596,3,404,1
58,80669,1,508,1
35,39930,2,773,0
52,67950,3,360,1
68,38687,4,645,1
40,72833,4,311,0
28,55989,1,765,1
25,50183,1,494,0
64,40758,3,373,1
54,21082,0,685,1
58,65891,4,435,0
41,65810,0,735,0
60,66901,0,338,0
24,91062,3,842,0
61,41563,2,619,0
42,92008,2,652,1
36,22775,2,813,0
31,35828,1,782,0
42,37974,4,715,1
35,42388,1,669,1
22,38615,4,642,0
49,57886,4,624,1
41,42838,4,666,1
28,60728,3,635,0
48,98000,2,595,0
66,72798,1,323,1
56,92776,1,741,1
42,90478,3,403,0
32,39622,4,711,0
51,33536,2,593,1
65,87136,0,542,1
66,25700,0,641,1
67,58839,3,472,1
42,30248,2,715,1
64,65291,0,402,1
36,37177,0,459,1
59,39483,1,556,1
40,63815,2,495,0
21,58533,0,690,1
56,20026,1,369,0
25,80611,2,546,0
63,44660,4,628,1
37,75103,2,457,0
49,72253,3,354,0
41,62082,1,785,1
52,36258,4,542,1
49,35389,1,652,1
36,47685,1,709,1
62,79220,0,314,0
51,47195,2,446,0
61,41797,1,789,0
33,91310,1,324,1
29,86332,3,632,1
66,82907,3,473,0
55,27188,3,589,0
53,43696,1,444,0
28,22024,4,421,0
61,93202,2,326,0
47,55985,1,365,1
30,26584,0,400,0
33,47044,4,687,0
58,25285,4,393,0
66,83115,2,366,1
38,27370,4,549,0
34,37903,2,441,0
47,52499,4,566,1
43,42995,2,514,1
27,55200,3,788,1
62,90402,3,795,0
28,33566,4,779,1
66,57822,4,789,0
52,71222,2,300,0
52,70668,2,308,0
38,83853,1,679,0
22,74643,3,443,1
29,42333,1,601,1
59,35958,1,716,0
66,72442,0,478,0
61,40954,2,577,0
20,95174,0,443,1
48,29675,0,638,1
69,51661,1,758,1
53,84289,0,630,1
32,37184,2,569,0
20,67963,1,486,1
53,45822,2,471,0
48,82303,4,703,1
67,96465,0,767,0
66,25267,1,546,1
32,72647,3,822,0
67,82814,2,410,0
68,56025,0,602,1
48,97605,2,772,1
58,20981,2,591,1
43,63436,4,551,1
45,38472,2,474,0
36,39336,4,408,1
26,45587,4,639,1
32,97192,4,313,0
24,73013,0,621,1
45,29665,2,342,1
68,47097,2,760,1
22,72474,4,401,0
26,91973,2,308,1
68,45185,2,448,0
58,95911,4,637,1
