ID,Year,Mileage,EngineSize,FuelType,Transmission,Horsepower,Price
11430,2004,74368,2.8,1,1,376,74180
11431,2022,18316,5.2,3,1,445,38354
11432,2018,20556,3.3,0,0,113,43923
11433,2004,151130,2.6,3,1,420,61178
11434,2018,114554,3.8,3,0,281,73168
11435,2020,241059,2.3,2,0,70,56282
11436,2002,166554,3.0,2,1,54,45594
11437,2010,54494,2.7,1,0,55,36345
11438,2006,166077,5.0,3,0,92,33755
11439,2016,94671,5.6,3,1,331,5983
11440,2008,230496,4.8,0,0,398,70301
11441,2020,42481,3.2,0,1,103,21896
11442,2008,38401,3.5,2,0,433,80316
11443,2009,50431,1.6,3,0,180,9586
11444,2012,74459,4.7,1,1,188,8079
11445,2014,100473,4.0,2,0,264,72728
11446,2021,133311,5.5,3,1,74,88653
11447,2004,130327,2.0,2,1,445,92802
11448,2002,219754,4.8,1,0,114,45070
11449,2007,236709,4.4,3,1,309,50692
11450,2019,217861,2.3,1,1,485,61126
11451,2009,189576,4.3,3,0,432,65254
11452,2012,144295,5.6,3,0,498,88364
11453,2002,212049,5.6,1,1,247,56267
11454,2021,249198,4.6,0,1,467,20935
11455,2007,50149,1.2,1,1,158,63621
11456,2008,22863,5.4,1,1,65,40590
11457,2021,113488,4.3,2,1,252,19735
11458,2020,170636,2.6,1,1,191,21344
11459,2011,223261,1.9,1,0,407,59029
11460,2010,230696,1.6,2,1,162,29825
11461,2001,32499,1.3,0,1,123,20523
11462,2017,248691,4.8,1,0,494,46844
11463,2008,99218,2.2,2,1,102,25296
11464,2001,42132,1.1,0,0,167,91399
11465,2001,136272,3.0,0,0,235,20744
11466,2002,145605,3.4,1,1,112,6639
11467,2015,224034,1.8,0,1,190,68228
11468,2018,90096,1.2,1,1,350,15809
11469,2003,175481,1.9,0,0,275,23455
11470,2022,222533,4.4,0,0,274,66020
11471,2017,164059,1.4,0,0,232,24582
11472,2019,20633,3.8,1,1,210,75829
11473,2017,242673,1.7,0,0,111,83910
11474,2009,197279,2.0,3,0,472,84699
11475,2010,191607,3.0,2,1,446,86566
11476,2016,236733,1.5,2,0,130,54625
11477,2022,13996,1.9,3,0,378,9005
11478,2019,141086,2.7,0,0,446,56195
11479,2015,221503,2.6,3,0,65,78454
11480,2019,11674,4.7,1,1,278,93813
11481,2012,178939,1.4,2,0,487,43698
11482,2001,226609,5.3,0,0,463,9319
11483,2001,67251,5.1,2,1,472,27727
11484,2013,196781,4.8,3,0,146,40663
11485,2003,130162,2.5,3,1,409,85410
11486,2016,158936,5.1,2,1,369,36934
11487,2012,36321,1.9,2,0,375,87624
11488,2003,165154,1.6,2,0,189,19910
11489,2002,50131,1.2,2,0,179,96012
11490,2011,212565,5.7,3,1,466,82875
11491,2021,145282,2.5,0,0,192,48344
11492,2022,125663,5.6,2,0,386,99802
11493,2007,205658,2.4,0,1,229,31499
11494,2001,93605,5.5,2,0,212,83156
11495,2005,44851,5.5,1,1,400,83297
11496,2021,36865,5.6,0,1,172,85680
11497,2009,93606,3.5,1,1,87,14722
11498,2011,145230,5.3,3,0,347,24234
11499,2020,131497,5.8,1,1,414,38592
11500,2009,67852,2.6,3,0,281,84255
11501,2009,59339,3.1,2,0,386,72380
11502,2022,111086,4.6,3,0,301,73381
11503,2002,30572,2.5,2,1,56,5763
11504,2019,145172,4.8,2,1,105,19325
11505,2009,185541,1.4,2,1,438,76884
11506,2008,91061,3.6,3,1,217,9453
11507,2019,201933,1.6,2,0,366,23680
11508,2018,28456,2.5,1,1,268,6172
11509,2013,65803,2.3,1,1,114,83493
11510,2001,75633,5.2,2,1,243,65900
11511,2004,216091,2.0,2,1,498,93676
11512,2019,46232,5.0,0,0,142,67229
11513,2007,77323,5.0,3,0,390,7990
11514,2006,116067,3.5,0,1,219,69829
11515,2005,162860,2.2,1,0,468,11654
11516,2010,240059,2.1,3,1,275,17574
11517,2011,26092,3.3,1,1,280,68875
11518,2017,11132,1.0,3,1,499,29349
11519,2018,218922,3.7,3,1,330,13925
11520,2009,245253,5.8,3,0,55,49008
11521,2020,229190,1.8,1,1,313,67342
11522,2013,141024,3.9,2,1,468,27362
11523,2002,234388,5.8,1,0,102,43658
11524,2017,238844,5.3,3,1,68,41450
11525,2014,23068,5.3,1,1,314,80131
11526,2005,188473,5.1,1,0,210,77913
11527,2009,189598,2.5,0,0,313,78559
11528,2011,200030,5.5,3,0,343,34452
11529,2006,125729,5.7,1,0,209,95873
11530,2016,86593,3.5,3,1,72,67794
11531,2000,65041,2.8,1,1,211,58904
11532,2017,240230,3.1,0,1,392,28859
11533,2014,245114,2.7,1,1,479,39480
11534,2018,73372,2.1,2,0,465,77530
11535,2000,77562,4.1,3,0,434,89038
11536,2004,102099,3.8,0,1,56,67354
11537,2014,74046,3.3,1,0,412,88233
11538,2002,244741,1.5,0,0,417,99428
11539,2000,209158,5.0,1,1,73,31110
11540,2007,138088,1.9,3,1,179,71076
11541,2011,106458,1.6,1,0,304,24631
11542,2021,148161,4.1,0,0,305,35003
11543,2018,26623,3.0,2,0,299,97746
11544,2011,59641,1.3,0,1,451,35292
11545,2012,22043,2.8,2,1,388,50039
11546,2000,76572,4.9,2,0,155,80836
11547,2018,205208,4.1,3,0,405,97583
11548,2005,134218,2.8,0,1,361,78311
11549,2007,229124,2.0,1,0,397,46232
11550,2003,96700,4.2,2,0,81,85097
11551,2004,67061,5.4,0,0,126,90518
11552,2021,127957,4.2,3,0,375,11867
11553,2006,16122,5.1,1,1,142,96494
11554,2022,57346,3.6,1,1,59,12050
11555,2003,238394,4.6,1,0,428,96474
11556,2019,123993,5.5,0,1,473,9959
11557,2003,157222,4.9,0,1,379,73421
11558,2014,97630,5.5,1,0,83,50393
11559,2020,87228,3.2,3,1,389,44288
11560,2004,22054,5.5,1,0,160,92727
11561,2008,11767,4.1,1,0,338,61588
11562,2001,14708,5.4,3,1,393,16894
11563,2006,247729,1.2,3,0,146,44065
11564,2016,67999,4.3,3,1,362,68344
11565,2015,62158,5.2,1,0,199,14613
11566,2016,170364,1.9,3,0,481,82045
11567,2019,38082,4.3,0,0,253,80688
11568,2022,44024,5.1,3,1,271,73741
11569,2001,233342,2.4,1,0,81,84503
11570,2010,249519,3.0,2,1,174,55402
11571,2001,33461,3.8,2,0,157,52578
11572,2000,15351,3.6,0,0,260,22547
11573,2001,188103,1.2,2,0,478,62342
11574,2022,240125,1.5,2,0,51,19720
11575,2008,92628,1.5,2,0,232,39807
11576,2021,114720,2.3,0,1,108,45017
11577,2001,134501,2.2,2,0,338,53560
11578,2014,180790,4.7,1,0,145,23167
11579,2009,120632,3.9,2,1,299,53527
11580,2014,100577,4.8,3,0,154,80106
11581,2009,136875,1.3,2,1,260,91664
11582,2022,232284,3.4,2,1,319,46914
11583,2016,110017,2.6,1,1,499,31987
11584,2008,153849,5.2,0,1,108,93042
11585,2017,230928,4.5,0,1,320,65421
11586,2003,149380,5.3,2,1,464,92897
11587,2008,53441,1.2,1,1,78,28120
11588,2015,123682,4.6,2,1,252,9951
11589,2003,90865,3.7,0,1,161,34257
11590,2015,23882,5.1,0,1,414,78183
11591,2018,124883,3.5,3,1,172,58050
11592,2000,145786,3.7,3,1,250,84362
11593,2022,232658,1.3,1,0,352,27418
11594,2005,184504,4.3,1,0,234,69738
11595,2009,222361,2.4,0,0,107,43168
11596,2015,105515,1.1,0,1,398,8796
11597,2003,120625,1.3,0,1,304,15945
11598,2021,221238,5.8,2,0,278,55515
11599,2021,135934,2.7,3,1,390,48899
11600,2012,158730,5.3,3,1,464,61894
11601,2015,210317,5.8,0,0,102,97896
11602,2019,239714,5.7,0,1,391,17081
11603,2005,115065,5.4,3,0,369,21775
11604,2010,243651,5.5,1,0,293,47871
11605,2002,87027,2.4,0,1,387,19770
11606,2019,191880,1.8,0,1,307,20607
11607,2009,49530,4.2,1,1,109,77669
11608,2000,149906,3.4,0,0,278,72390
11609,2019,155430,1.5,3,1,389,44016
11610,2010,150944,4.4,3,1,481,99266
11611,2011,68694,3.8,1,1,353,29785
11612,2013,97193,5.3,3,0,167,46561
11613,2007,133498,4.0,1,1,494,43231
11614,2010,191393,3.9,1,1,437,48058
11615,2003,231435,3.2,3,0,75,64320
11616,2006,214781,3.3,1,1,389,89868
11617,2009,26685,5.8,3,1,199,44475
11618,2018,152405,1.7,1,0,220,70495
11619,2003,126254,3.2,1,1,302,47688
11620,2001,152428,4.3,1,1,69,24595
11621,2020,50584,3.2,3,1,398,67565
11622,2017,192434,2.4,0,0,353,42782
11623,2013,21344,2.4,2,0,426,53247
11624,2015,124491,2.2,0,0,400,21691
11625,2021,54619,2.7,1,0,110,7923
11626,2010,246606,5.4,3,1,200,62816
11627,2009,117107,3.5,1,0,285,70611
11628,2016,222403,2.2,0,1,366,22026
11629,2013,236351,2.9,2,1,279,15391
11630,2021,143015,1.5,0,1,385,56790
11631,2003,231257,5.5,3,1,240,12006
11632,2018,201289,3.0,3,0,324,56690
11633,2001,122319,5.9,0,1,252,80689
11634,2006,162093,2.7,0,0,253,62595
11635,2008,18348,5.2,2,0,277,80476
11636,2018,218358,2.3,1,0,318,62718
11637,2015,211993,1.4,3,1,435,73948
11638,2021,157711,1.2,3,0,228,96659
11639,2015,95030,4.0,2,1,380,94809
11640,2017,205638,2.6,3,1,306,40913
11641,2022,183083,3.2,3,0,218,62016
11642,2020,244408,5.1,0,1,443,19108
11643,2020,114565,2.2,0,0,52,22564
11644,2010,28640,2.5,2,1,57,55396
11645,2006,45402,5.2,3,1,385,99445
11646,2008,75088,3.5,2,1,469,78224
11647,2003,201312,5.1,1,1,156,93607
11648,2012,142963,2.9,1,0,89,40311
11649,2003,169331,3.0,2,0,472,73748
11650,2018,204093,1.8,3,0,480,60149
11651,2001,170059,5.6,1,1,424,93906
11652,2008,193688,5.5,3,1,237,15549
11653,2011,140988,5.9,0,1,313,23811
11654,2001,151755,3.0,2,0,379,93051
11655,2005,202155,5.1,1,0,292,43259
11656,2004,19967,3.1,3,0,214,44371
11657,2004,87664,3.3,0,0,496,59448
11658,2019,181266,5.1,2,0,332,46822
11659,2021,110274,1.9,1,1,144,18224
11660,2004,234903,2.1,0,0,180,95581
11661,2003,226945,2.6,2,1,472,18017
11662,2008,72661,4.9,1,0,311,77682
11663,2021,97738,2.9,3,1,258,72362
11664,2009,213379,2.8,0,1,59,44280
11665,2015,53452,6.0,0,0,462,70283
11666,2009,22857,2.9,3,1,78,58804
11667,2009,172373,2.2,0,1,197,99000
11668,2018,65900,4.1,0,1,384,63611
11669,2009,41460,5.0,2,1,115,91142
11670,2005,96923,1.3,3,1,61,53785
11671,2016,59800,4.1,0,1,62,97973
11672,2004,150904,1.2,3,1,413,10231
11673,2005,188480,3.6,2,1,472,76950
11674,2014,22626,2.3,2,1,472,54814
11675,2018,198944,2.5,3,0,151,76062
11676,2017,225093,3.3,3,0,222,71796
11677,2003,220031,5.6,1,1,262,25641
11678,2007,106939,4.6,2,0,218,46768
11679,2015,106159,5.7,0,1,257,57684
11680,2018,26802,4.3,2,0,396,20672
11681,2019,26333,1.0,2,0,476,30880
11682,2002,45120,2.3,1,0,111,61245
11683,2009,103621,5.5,3,0,436,66995
11684,2001,163231,4.2,2,0,58,29544
11685,2003,165732,5.9,1,1,477,20067
11686,2005,66843,1.8,3,1,174,92180
11687,2010,135179,2.5,2,1,211,71613
11688,2013,175591,2.8,1,1,68,14754
11689,2015,104333,2.6,2,1,395,50575
11690,2020,225649,2.3,0,1,136,79211
11691,2018,54935,3.2,3,0,67,20861
11692,2001,32507,4.2,3,1,286,87090
11693,2016,212132,2.6,2,1,223,99917
11694,2008,94271,1.4,1,0,153,18388
11695,2016,67223,4.5,1,0,474,52955
11696,2014,168747,3.3,0,0,286,36926
11697,2006,123487,3.8,0,0,175,53831
11698,2021,27673,3.3,1,1,98,84876
11699,2022,119619,5.5,3,1,151,97730
11700,2018,45470,3.8,0,0,485,37752
11701,2002,51603,5.6,2,1,123,24474
11702,2000,225897,3.6,2,1,220,41928
11703,2003,172302,2.5,3,1,187,35531
11704,2017,155614,2.8,3,0,134,86217
11705,2007,71407,3.6,0,0,215,40051
11706,2018,63821,3.6,2,0,87,54440
11707,2022,45690,4.4,3,1,480,67188
11708,2022,16654,2.1,2,0,440,21805
11709,2005,208629,4.3,0,0,298,99598
11710,2000,122259,4.9,3,0,317,97892
11711,2007,226616,4.4,1,1,357,50811
11712,2000,98264,3.4,2,0,154,43024
11713,2018,230770,6.0,3,0,466,8468
11714,2010,37446,3.0,0,1,397,83895
11715,2020,105515,1.5,1,1,73,83381
11716,2014,58484,5.1,3,1,481,10183
11717,2022,54078,2.1,2,1,336,23972
11718,2010,124824,4.6,2,1,131,84517
11719,2018,14225,1.9,0,0,304,37457
11720,2020,134098,1.1,2,0,72,49050
11721,2009,84745,1.8,1,0,376,20535
11722,2011,222331,2.9,0,1,121,72336
11723,2000,186559,1.5,0,1,167,82312
11724,2006,209748,2.0,3,1,448,63103
11725,2016,21721,4.8,0,1,87,37985
11726,2009,143659,4.8,3,1,205,56149
11727,2005,118878,5.1,0,0,396,31150
11728,2016,49437,5.2,3,0,176,72292
11729,2017,160061,3.1,3,0,326,43454
11730,2004,173798,5.3,3,1,76,62651
11731,2017,211612,3.6,1,0,480,51911
11732,2016,89837,3.4,3,1,105,31906
11733,2021,108215,4.6,1,1,174,47689
11734,2015,234711,2.1,3,0,411,14334
11735,2007,135437,4.9,3,1,447,70597
11736,2012,51168,3.1,1,0,70,79748
11737,2015,205741,1.6,1,1,63,96535
11738,2010,214112,1.6,1,1,290,67603
11739,2005,112114,1.8,1,0,156,46511
11740,2002,81616,5.5,3,1,119,28769
11741,2000,148480,6.0,3,0,253,67473
11742,2017,145225,2.8,0,0,77,40775
11743,2004,134887,2.5,0,0,418,79294
11744,2012,152127,2.1,3,0,270,6007
11745,2009,29760,5.1,0,0,470,12256
11746,2004,27752,2.0,1,0,151,51595
11747,2013,230801,5.6,0,0,116,15713
11748,2016,144872,4.3,1,0,173,28804
11749,2000,76573,5.5,3,0,338,26886
11750,2001,171126,3.8,0,1,291,67486
11751,2006,202888,4.5,1,1,61,6636
11752,2009,36866,4.1,3,1,445,62904
11753,2019,10992,5.2,3,0,252,53512
11754,2006,33696,5.2,1,1,269,41079
11755,2015,201354,3.9,1,1,228,88768
11756,2004,243886,4.2,3,1,468,85078
11757,2011,108697,5.6,2,0,275,62205
11758,2016,83541,5.6,2,1,263,47132
11759,2015,62838,4.3,1,0,408,23999
11760,2019,39400,1.0,0,1,317,79419
11761,2015,92277,1.5,1,0,68,39685
11762,2018,128692,5.3,3,0,400,6927
11763,2014,27565,1.4,1,1,364,51360
11764,2011,49585,2.1,2,0,422,82983
11765,2020,175905,2.2,1,0,318,80639
11766,2009,131559,4.0,2,1,324,24525
11767,2021,22094,3.9,0,1,213,72367
11768,2001,172352,2.4,0,0,263,28792
11769,2006,56647,2.0,0,0,271,24140
11770,2012,185450,4.8,1,1,437,91178
11771,2002,160585,5.7,2,0,318,90074
11772,2014,141226,1.3,1,1,133,92654
11773,2000,105798,1.7,0,0,280,24616
11774,2002,169206,4.2,1,0,439,27370
11775,2009,118050,5.0,2,1,93,82413
11776,2014,149750,5.0,3,1,125,91255
11777,2021,147366,4.6,2,0,414,14927
11778,2005,19574,5.4,0,0,386,34157
11779,2019,45183,2.1,0,1,441,5670
11780,2014,189819,1.5,0,0,210,73810
11781,2020,76606,4.1,1,1,285,15051
11782,2006,159710,5.1,2,1,426,52527
11783,2020,67194,3.9,1,1,357,18305
11784,2004,188625,5.8,0,1,408,22604
11785,2003,36082,5.0,2,1,166,47025
11786,2021,157378,4.5,3,1,139,11357
11787,2017,118371,1.3,0,0,388,69171
11788,2002,137899,1.5,2,1,318,78980
11789,2016,17807,4.9,2,0,425,58264
11790,2017,229832,2.0,0,0,303,25115
11791,2017,192414,1.1,3,1,187,41842
11792,2001,42143,5.6,2,1,467,62459
11793,2012,131952,5.5,2,0,144,6227
11794,2021,68414,2.1,3,0,204,22076
11795,2014,231374,4.9,0,1,491,87731
11796,2004,34715,1.2,2,0,244,54040
11797,2002,203126,2.4,0,0,477,23419
11798,2004,82934,4.1,1,1,374,50850
11799,2004,22202,4.8,1,1,54,7293
11800,2004,37987,1.1,3,0,470,47041
11801,2002,176812,2.6,0,0,120,81484
11802,2002,86848,2.1,2,1,153,90687
11803,2019,226962,6.0,3,1,105,12780
11804,2022,194943,4.4,1,1,356,63973
11805,2017,154699,3.0,0,0,361,39732
11806,2019,240721,1.4,3,0,219,43812
11807,2003,235366,4.0,3,1,190,99599
11808,2000,61069,4.2,0,0,83,58293
11809,2015,50409,5.1,2,0,405,29730
11810,2007,104022,2.4,2,0,467,81869
11811,2016,221707,5.9,2,1,102,17166
11812,2007,121689,3.2,0,0,52,33953
11813,2006,116948,2.5,1,1,379,43313
11814,2007,202558,2.7,3,0,299,21413
11815,2020,11611,3.6,0,1,156,87640
11816,2011,136047,5.7,2,1,148,52365
11817,2015,41657,4.7,2,1,342,37210
11818,2011,28462,3.9,3,0,229,48957
11819,2018,217381,1.8,3,1,183,57439
11820,2009,99299,1.7,3,0,198,41571
11821,2006,48547,3.5,3,0,350,35498
11822,2011,117754,4.6,3,0,182,27562
11823,2019,170135,4.8,0,0,308,23436
11824,2004,246526,2.1,2,0,325,32493
11825,2015,92273,1.5,2,1,253,22654
11826,2008,89397,2.9,0,1,110,88036
11827,2006,62788,5.6,1,0,468,39582
11828,2019,183595,3.7,2,1,209,27508
11829,2021,171356,2.6,1,0,196,91330
11830,2013,97964,2.6,1,1,192,24645
11831,2010,205068,1.7,1,0,379,91559
11832,2006,76247,3.4,1,1,362,44680
11833,2009,23706,5.0,2,0,203,56632
11834,2008,234686,5.8,2,0,375,53353
11835,2003,20924,3.5,0,1,160,92275
11836,2015,25921,1.8,2,0,139,82681
11837,2009,166504,4.4,0,1,435,41260
11838,2018,128960,4.8,1,1,98,93175
11839,2016,27813,1.4,0,1,481,35710
11840,2008,114748,5.3,0,1,465,75763
11841,2012,118988,5.1,2,0,180,16794
11842,2000,206322,3.4,0,0,260,91450
11843,2001,136078,3.8,1,0,277,94555
11844,2012,210028,4.6,2,0,453,34044
11845,2008,143140,4.4,2,0,302,31894
11846,2006,49927,1.1,2,1,143,67359
11847,2015,211414,1.6,3,1,214,88816
11848,2018,115148,1.8,1,0,158,89156
11849,2006,40539,4.8,0,0,453,27068
11850,2005,21683,3.2,3,1,109,36431
11851,2017,133031,3.7,2,0,147,53639
11852,2018,95151,4.9,3,0,236,20474
11853,2010,176746,2.7,3,1,285,62018
11854,2011,62703,4.7,0,0,130,56206
11855,2009,68810,3.2,1,1,91,90458
11856,2012,96111,2.9,3,1,200,16611
11857,2011,226415,2.7,1,1,474,71635
11858,2020,95977,5.8,1,0,122,66026
11859,2009,228186,4.9,2,0,76,89547
11860,2019,152189,1.1,2,0,130,61838
11861,2017,13665,5.8,0,0,282,30306
11862,2003,54390,4.9,0,1,223,32074
11863,2004,84884,1.7,3,0,322,76819
11864,2004,73887,1.4,2,0,162,66753
11865,2011,189338,2.5,1,0,435,75098
11866,2002,65541,4.1,1,1,299,55995
11867,2007,205874,4.1,3,1,300,22616
11868,2021,104319,2.4,2,1,64,50879
11869,2001,17882,3.2,0,1,423,61066
11870,2017,80825,2.1,3,0,490,58343
11871,2008,23910,1.3,1,1,218,85190
11872,2012,50566,3.6,2,1,122,34060
11873,2006,204145,2.7,0,0,319,15610
11874,2009,107519,3.7,0,1,313,21242
11875,2008,177248,5.7,1,1,381,79823
11876,2021,93081,1.7,1,0,440,91479
11877,2014,171361,1.0,1,1,116,75916
11878,2004,191483,1.4,1,0,459,37611
11879,2011,210698,3.3,0,1,308,23200
11880,2000,119337,4.5,2,0,479,17623
11881,2011,25362,3.9,0,0,181,51935
11882,2021,228682,3.5,1,0,490,54868
11883,2005,237443,2.8,2,1,173,71099
11884,2018,23783,2.5,0,0,273,20578
11885,2018,185234,2.9,2,0,223,33727
11886,2015,176821,4.1,0,1,319,30809
11887,2018,247441,1.8,2,0,436,55468
11888,2002,144626,4.9,0,0,190,7757
11889,2022,199640,3.9,0,0,185,19725
11890,2009,28773,2.3,3,0,489,63776
11891,2017,214766,3.5,1,1,279,55579
11892,2012,207622,5.8,3,0,435,85662
11893,2017,187367,1.1,0,0,151,27072
11894,2002,171403,2.0,1,0,421,77884
11895,2022,55640,3.2,0,1,351,53058
11896,2002,205949,4.2,3,1,336,80893
11897,2022,56969,2.1,2,0,140,23768
11898,2011,52986,5.7,2,0,258,46183
11899,2019,112017,4.2,1,1,84,66775
11900,2006,126180,5.4,3,0,111,97644
11901,2007,17585,2.6,3,1,479,84123
11902,2008,14122,5.1,0,0,201,83082
11903,2013,249268,2.9,1,1,114,13000
11904,2004,26838,2.3,2,0,270,5292
11905,2020,158373,5.6,3,0,395,18947
11906,2018,33107,1.5,0,1,349,6534
11907,2020,198429,5.7,1,0,404,39159
11908,2015,229233,3.3,3,1,100,22404
11909,2011,112678,6.0,3,0,157,36490
11910,2020,196283,3.7,2,0,393,71155
11911,2003,76025,4.8,3,1,223,66099
11912,2007,76520,1.0,2,1,338,17478
11913,2006,27344,3.5,3,1,241,92017
11914,2014,67202,4.7,0,0,459,98281
11915,2005,110086,4.9,0,0,406,57905
11916,2004,24959,1.8,0,0,216,24041
11917,2013,179823,3.1,1,0,293,47640
11918,2020,142941,3.1,1,0,304,17823
11919,2012,54264,1.5,0,0,107,63020
11920,2009,40268,3.2,0,1,420,10377
11921,2017,94564,5.0,0,0,75,45567
11922,2003,180678,2.5,2,1,166,20117
11923,2007,154622,3.2,0,0,291,87702
11924,2010,146774,5.8,1,1,279,95425
11925,2016,88563,1.2,2,1,380,93493
11926,2017,120164,4.0,0,0,302,13445
11927,2020,202817,4.7,1,1,142,40639
11928,2010,239351,4.8,2,0,270,20084
11929,2015,34459,4.6,2,1,244,99732
11930,2011,66782,4.6,1,1,250,39466
11931,2012,228894,1.3,1,1,276,95275
11932,2015,147104,3.7,2,1,106,13164
11933,2022,11825,4.9,1,1,119,41169
11934,2020,136187,1.5,2,1,297,77184
11935,2000,218162,1.1,2,1,122,46308
11936,2015,189173,5.1,2,0,304,87849
11937,2014,70109,4.6,2,0,313,93602
11938,2005,22470,3.1,0,0,140,10576
11939,2011,13770,5.7,1,0,175,94161
11940,2007,168340,4.8,0,1,339,80406
11941,2006,141101,5.8,0,1,289,55178
11942,2001,171155,5.6,0,0,374,19600
11943,2011,18958,3.4,0,0,59,61742
11944,2020,123806,4.8,2,1,261,63936
11945,2013,18806,4.3,2,0,71,31013
11946,2015,42162,5.1,2,1,445,95511
11947,2010,84732,4.9,3,0,206,67583
11948,2019,175961,1.8,2,1,208,7467
11949,2008,37702,2.2,0,0,311,17333
11950,2009,176849,2.3,3,0,159,92396
11951,2016,194043,5.1,3,0,312,88023
11952,2011,17739,5.1,3,1,402,9863
11953,2005,34599,3.5,2,0,415,71395
11954,2018,46827,3.9,0,0,62,67325
11955,2010,86821,5.1,2,1,112,77083
11956,2008,106683,2.6,1,1,73,22869
11957,2020,236335,1.3,3,0,399,75764
11958,2005,78446,3.4,1,1,402,69055
11959,2015,221282,5.6,3,1,389,60076
11960,2019,93890,5.0,3,1,68,58437
11961,2015,237284,2.8,1,0,388,94024
11962,2005,232722,1.3,1,1,279,83492
11963,2004,33039,4.2,2,0,137,97285
11964,2020,136021,5.2,1,1,118,52741
11965,2003,186001,4.3,1,0,199,63839
11966,2001,107367,3.1,0,1,365,39898
11967,2005,53884,1.6,1,1,327,64434
11968,2008,166218,5.6,2,0,141,77393
11969,2016,55819,2.4,3,0,194,50942
11970,2013,93162,2.1,3,0,400,64536
11971,2006,223704,5.1,0,0,224,50237
11972,2021,172380,5.9,2,0,440,34840
11973,2018,154126,4.3,3,0,194,43259
11974,2000,89606,4.1,0,0,495,93506
11975,2019,117789,2.6,3,0,240,38534
11976,2014,62018,1.1,2,1,184,31605
11977,2017,36250,2.0,1,0,78,28318
11978,2002,155485,3.9,0,0,286,27159
11979,2017,87391,1.8,1,0,249,81319
11980,2001,48921,5.4,2,1,309,90569
11981,2009,81123,1.9,2,0,409,12015
11982,2010,84363,3.6,3,1,167,93777
11983,2002,166857,3.6,3,1,321,42857
11984,2006,197937,4.0,0,1,129,94789
11985,2007,107400,2.6,3,1,391,27941
11986,2018,106847,5.4,3,1,124,87181
11987,2017,16861,3.2,2,1,236,69288
11988,2012,86340,4.5,2,1,90,85900
11989,2012,155051,4.2,0,1,295,85183
11990,2018,207905,1.6,1,0,365,34211
11991,2022,123049,4.1,0,1,107,5902
11992,2011,10357,3.8,2,1,279,50805
11993,2016,124604,5.5,2,0,161,77762
11994,2021,57201,5.4,0,0,253,5914
11995,2011,195326,1.8,0,0,89,20165
11996,2012,92160,1.4,1,0,107,70585
11997,2011,20796,2.5,2,0,238,78457
11998,2018,33238,5.9,3,0,222,39777
11999,2013,104176,1.1,2,0,126,54076
12000,2006,192050,4.4,3,0,97,71167
12001,2012,50883,4.0,3,0,139,22957
12002,2005,238465,4.2,3,1,60,46682
12003,2018,95478,2.1,1,0,105,53410
12004,2018,79396,2.1,0,1,328,68652
12005,2003,14447,3.2,3,0,82,68358
12006,2018,30523,1.5,0,0,229,36013
12007,2008,205151,1.4,3,1,165,78936
12008,2015,205895,1.4,1,1,77,55040
12009,2003,190361,3.9,3,0,164,27834
12010,2005,241343,3.0,0,1,437,62446
12011,2007,245955,2.5,1,1,269,78195
12012,2015,145921,2.6,0,1,275,31576
12013,2004,165790,2.0,0,0,292,85270
12014,2020,115471,3.1,0,1,228,68119
12015,2021,97862,2.0,3,1,443,11752
12016,2009,214074,4.5,1,1,357,67700
12017,2022,70977,1.6,1,0,249,23523
12018,2012,98325,5.7,1,0,314,29446
12019,2013,168207,1.4,2,1,323,83995
12020,2006,171334,5.7,2,1,243,16292
12021,2019,138422,5.2,1,1,131,10135
12022,2005,231043,4.4,3,0,217,45797
12023,2006,44787,5.6,2,1,115,37144
12024,2004,245550,1.7,3,1,71,23360
12025,2020,25689,1.9,3,1,385,50261
12026,2017,180932,2.3,2,1,150,70239
12027,2022,127537,2.2,0,1,401,23252
12028,2011,60344,2.6,0,1,379,45774
12029,2005,249881,3.9,0,0,410,46136
12030,2000,77891,1.1,2,0,467,25106
12031,2003,192730,2.9,3,0,225,95552
12032,2018,107464,2.2,2,1,321,28248
12033,2011,75869,4.0,1,0,98,40346
12034,2014,176402,5.9,3,0,403,26573
12035,2002,90312,3.6,2,1,150,48635
12036,2022,201136,3.1,3,1,112,28505
12037,2019,37014,2.8,2,1,473,46481
12038,2007,44563,4.9,1,1,361,22664
12039,2010,156342,1.4,1,0,403,43144
12040,2015,172351,5.8,1,1,413,93622
12041,2008,108557,3.1,0,0,382,52098
12042,2002,144729,2.6,1,1,481,56866
12043,2004,99422,5.9,0,1,86,99872
12044,2019,117919,5.7,3,0,445,45153
12045,2013,209845,4.2,3,0,256,48622
12046,2014,242707,1.1,3,0,271,75537
12047,2005,142099,4.7,2,0,272,49195
12048,2003,155271,2.7,2,0,398,60213
12049,2007,126854,2.9,0,1,403,11535
12050,2018,186026,1.8,0,1,81,14184
12051,2004,89317,3.6,0,0,413,96069
12052,2012,25120,4.7,2,1,200,14116
12053,2015,197884,2.4,2,1,123,29628
12054,2000,99825,5.7,3,1,121,40809
12055,2012,15983,2.0,1,1,326,29026
12056,2021,76629,1.3,1,0,252,76666
12057,2010,80325,4.2,2,1,445,69361
12058,2020,143984,5.2,1,0,482,24652
12059,2007,57879,5.8,3,0,152,95793
12060,2007,162945,4.8,1,0,224,13821
12061,2013,24332,2.0,0,0,260,73682
12062,2012,157636,5.9,3,0,302,88776
12063,2002,87795,5.6,2,0,403,25684
