Causas (lista reducida);Sexo;Mes de fallecimiento;Total
049 Otros trastornos mentales y del comportamiento;Hombres;Marzo;23
049 Otros trastornos mentales y del comportamiento;Hombres;Abril;16
049 Otros trastornos mentales y del comportamiento;Hombres;Mayo;25
049 Otros trastornos mentales y del comportamiento;Hombres;Junio;21
049 Otros trastornos mentales y del comportamiento;Mujeres;Todos los meses;129
049 Otros trastornos mentales y del comportamiento;Mujeres;Enero;37
049 Otros trastornos mentales y del comportamiento;Mujeres;Febrero;21
049 Otros trastornos mentales y del comportamiento;Mujeres;Marzo;24
049 Otros trastornos mentales y del comportamiento;Mujeres;Abril;15
049 Otros trastornos mentales y del comportamiento;Mujeres;Mayo;14
049 Otros trastornos mentales y del comportamiento;Mujeres;Junio;18
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Todos los meses;13.425
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Enero;2.937
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Febrero;2.090
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Marzo;2.274
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Abril;2.007
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Mayo;2.182
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Junio;1.935
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Todos los meses;5.368
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Enero;1.144
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Febrero;842
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Marzo;895
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Abril;807
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Mayo;875
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Junio;805
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Todos los meses;8.057
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Enero;1.793
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Febrero;1.248
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Marzo;1.379
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Abril;1.200
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Mayo;1.307
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Junio;1.130
050 Meningitis (otras en 003);Ambos sexos;Todos los meses;68
050 Meningitis (otras en 003);Ambos sexos;Enero;14
050 Meningitis (otras en 003);Ambos sexos;Febrero;18
050 Meningitis (otras en 003);Ambos sexos;Marzo;8
050 Meningitis (otras en 003);Ambos sexos;Abril;9
050 Meningitis (otras en 003);Ambos sexos;Mayo;11
050 Meningitis (otras en 003);Ambos sexos;Junio;8
050 Meningitis (otras en 003);Hombres;Todos los meses;37
050 Meningitis (otras en 003);Hombres;Enero;7
050 Meningitis (otras en 003);Hombres;Febrero;11
050 Meningitis (otras en 003);Hombres;Marzo;4
050 Meningitis (otras en 003);Hombres;Abril;5
050 Meningitis (otras en 003);Hombres;Mayo;4
050 Meningitis (otras en 003);Hombres;Junio;6
050 Meningitis (otras en 003);Mujeres;Todos los meses;31
050 Meningitis (otras en 003);Mujeres;Enero;7
050 Meningitis (otras en 003);Mujeres;Febrero;7
050 Meningitis (otras en 003);Mujeres;Marzo;4
050 Meningitis (otras en 003);Mujeres;Abril;4
050 Meningitis (otras en 003);Mujeres;Mayo;7
050 Meningitis (otras en 003);Mujeres;Junio;2
051 Enfermedad de Alzheimer;Ambos sexos;Todos los meses;6.900
051 Enfermedad de Alzheimer;Ambos sexos;Enero;1.533
051 Enfermedad de Alzheimer;Ambos sexos;Febrero;1.044
051 Enfermedad de Alzheimer;Ambos sexos;Marzo;1.170
051 Enfermedad de Alzheimer;Ambos sexos;Abril;1.026
051 Enfermedad de Alzheimer;Ambos sexos;Mayo;1.127
051 Enfermedad de Alzheimer;Ambos sexos;Junio;1.000
051 Enfermedad de Alzheimer;Hombres;Todos los meses;1.974
051 Enfermedad de Alzheimer;Hombres;Enero;433
051 Enfermedad de Alzheimer;Hombres;Febrero;293
051 Enfermedad de Alzheimer;Hombres;Marzo;325
051 Enfermedad de Alzheimer;Hombres;Abril;296
051 Enfermedad de Alzheimer;Hombres;Mayo;318
051 Enfermedad de Alzheimer;Hombres;Junio;309
051 Enfermedad de Alzheimer;Mujeres;Todos los meses;4.926
051 Enfermedad de Alzheimer;Mujeres;Enero;1.100
051 Enfermedad de Alzheimer;Mujeres;Febrero;751
051 Enfermedad de Alzheimer;Mujeres;Marzo;845
051 Enfermedad de Alzheimer;Mujeres;Abril;730
051 Enfermedad de Alzheimer;Mujeres;Mayo;809
051 Enfermedad de Alzheimer;Mujeres;Junio;691
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Todos los meses;6.457
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Enero;1.390
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Febrero;1.028
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Marzo;1.096
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Abril;972
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Mayo;1.044
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Junio;927
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Todos los meses;3.357
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Enero;704
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Febrero;538
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Marzo;566
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Abril;506
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Mayo;553
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Junio;490
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Todos los meses;3.100
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Enero;686
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Febrero;490
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Marzo;530
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Abril;466
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Mayo;491
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Junio;437
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;Todos los meses;58.494
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;Enero;12.303
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;Febrero;9.505
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;Marzo;10.215
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;Abril;9.203
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;Mayo;9.133
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;Junio;8.135
053-061 IX.Enfermedades del sistema circulatorio;Hombres;Todos los meses;27.606
053-061 IX.Enfermedades del sistema circulatorio;Hombres;Enero;5.737
053-061 IX.Enfermedades del sistema circulatorio;Hombres;Febrero;4.462
053-061 IX.Enfermedades del sistema circulatorio;Hombres;Marzo;4.843
053-061 IX.Enfermedades del sistema circulatorio;Hombres;Abril;4.317
053-061 IX.Enfermedades del sistema circulatorio;Hombres;Mayo;4.339
053-061 IX.Enfermedades del sistema circulatorio;Hombres;Junio;3.908
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;Todos los meses;30.888
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;Enero;6.566
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;Febrero;5.043
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;Marzo;5.372
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;Abril;4.886
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;Mayo;4.794
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;Junio;4.227
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;Todos los meses;697
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;Enero;135
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;Febrero;128
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;Marzo;118
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;Abril;102
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;Mayo;117
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;Junio;97
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Todos los meses;216
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Enero;46
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Febrero;38
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Marzo;32
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Abril;35
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Mayo;39
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Junio;26
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Todos los meses;481
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Enero;89
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Febrero;90
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Marzo;86
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Abril;67
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Mayo;78
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Junio;71
054 Enfermedades hipertensivas;Ambos sexos;Todos los meses;7.344
054 Enfermedades hipertensivas;Ambos sexos;Enero;1.660
054 Enfermedades hipertensivas;Ambos sexos;Febrero;1.191
054 Enfermedades hipertensivas;Ambos sexos;Marzo;1.247
054 Enfermedades hipertensivas;Ambos sexos;Abril;1.116
054 Enfermedades hipertensivas;Ambos sexos;Mayo;1.125
054 Enfermedades hipertensivas;Ambos sexos;Junio;1.005
054 Enfermedades hipertensivas;Hombres;Todos los meses;2.461
054 Enfermedades hipertensivas;Hombres;Enero;529
054 Enfermedades hipertensivas;Hombres;Febrero;389
054 Enfermedades hipertensivas;Hombres;Marzo;409
054 Enfermedades hipertensivas;Hombres;Abril;400
054 Enfermedades hipertensivas;Hombres;Mayo;377
054 Enfermedades hipertensivas;Hombres;Junio;357
054 Enfermedades hipertensivas;Mujeres;Todos los meses;4.883
054 Enfermedades hipertensivas;Mujeres;Enero;1.131
054 Enfermedades hipertensivas;Mujeres;Febrero;802
054 Enfermedades hipertensivas;Mujeres;Marzo;838
054 Enfermedades hipertensivas;Mujeres;Abril;716
054 Enfermedades hipertensivas;Mujeres;Mayo;748
054 Enfermedades hipertensivas;Mujeres;Junio;648
055 Infarto agudo de miocardio;Ambos sexos;Todos los meses;6.347
055 Infarto agudo de miocardio;Ambos sexos;Enero;1.393
055 Infarto agudo de miocardio;Ambos sexos;Febrero;987
055 Infarto agudo de miocardio;Ambos sexos;Marzo;1.073
055 Infarto agudo de miocardio;Ambos sexos;Abril;1.069
055 Infarto agudo de miocardio;Ambos sexos;Mayo;1.002
055 Infarto agudo de miocardio;Ambos sexos;Junio;823
055 Infarto agudo de miocardio;Hombres;Todos los meses;3.963
055 Infarto agudo de miocardio;Hombres;Enero;875
055 Infarto agudo de miocardio;Hombres;Febrero;596
055 Infarto agudo de miocardio;Hombres;Marzo;671
055 Infarto agudo de miocardio;Hombres;Abril;661
055 Infarto agudo de miocardio;Hombres;Mayo;637
055 Infarto agudo de miocardio;Hombres;Junio;523
055 Infarto agudo de miocardio;Mujeres;Todos los meses;2.384
055 Infarto agudo de miocardio;Mujeres;Enero;518
055 Infarto agudo de miocardio;Mujeres;Febrero;391
055 Infarto agudo de miocardio;Mujeres;Marzo;402
055 Infarto agudo de miocardio;Mujeres;Abril;408
055 Infarto agudo de miocardio;Mujeres;Mayo;365
055 Infarto agudo de miocardio;Mujeres;Junio;300
056 Otras enfermedades isquémicas del corazón;Ambos sexos;Todos los meses;7.309
056 Otras enfermedades isquémicas del corazón;Ambos sexos;Enero;1.505
056 Otras enfermedades isquémicas del corazón;Ambos sexos;Febrero;1.185
056 Otras enfermedades isquémicas del corazón;Ambos sexos;Marzo;1.322
056 Otras enfermedades isquémicas del corazón;Ambos sexos;Abril;1.132
056 Otras enfermedades isquémicas del corazón;Ambos sexos;Mayo;1.093
056 Otras enfermedades isquémicas del corazón;Ambos sexos;Junio;1.072
056 Otras enfermedades isquémicas del corazón;Hombres;Todos los meses;4.558
056 Otras enfermedades isquémicas del corazón;Hombres;Enero;907
056 Otras enfermedades isquémicas del corazón;Hombres;Febrero;747
056 Otras enfermedades isquémicas del corazón;Hombres;Marzo;841
056 Otras enfermedades isquémicas del corazón;Hombres;Abril;694
056 Otras enfermedades isquémicas del corazón;Hombres;Mayo;688
056 Otras enfermedades isquémicas del corazón;Hombres;Junio;681
056 Otras enfermedades isquémicas del corazón;Mujeres;Todos los meses;2.751
056 Otras enfermedades isquémicas del corazón;Mujeres;Enero;598
056 Otras enfermedades isquémicas del corazón;Mujeres;Febrero;438
056 Otras enfermedades isquémicas del corazón;Mujeres;Marzo;481
056 Otras enfermedades isquémicas del corazón;Mujeres;Abril;438
056 Otras enfermedades isquémicas del corazón;Mujeres;Mayo;405
056 Otras enfermedades isquémicas del corazón;Mujeres;Junio;391
057 Insuficiencia cardíaca;Ambos sexos;Todos los meses;9.722
057 Insuficiencia cardíaca;Ambos sexos;Enero;2.079
057 Insuficiencia cardíaca;Ambos sexos;Febrero;1.576
057 Insuficiencia cardíaca;Ambos sexos;Marzo;1.725
057 Insuficiencia cardíaca;Ambos sexos;Abril;1.475
057 Insuficiencia cardíaca;Ambos sexos;Mayo;1.532
057 Insuficiencia cardíaca;Ambos sexos;Junio;1.335
057 Insuficiencia cardíaca;Hombres;Todos los meses;3.913
057 Insuficiencia cardíaca;Hombres;Enero;821
057 Insuficiencia cardíaca;Hombres;Febrero;625
057 Insuficiencia cardíaca;Hombres;Marzo;704
057 Insuficiencia cardíaca;Hombres;Abril;589
057 Insuficiencia cardíaca;Hombres;Mayo;636
057 Insuficiencia cardíaca;Hombres;Junio;538
057 Insuficiencia cardíaca;Mujeres;Todos los meses;5.809
057 Insuficiencia cardíaca;Mujeres;Enero;1.258
057 Insuficiencia cardíaca;Mujeres;Febrero;951
057 Insuficiencia cardíaca;Mujeres;Marzo;1.021
057 Insuficiencia cardíaca;Mujeres;Abril;886
057 Insuficiencia cardíaca;Mujeres;Mayo;896
057 Insuficiencia cardíaca;Mujeres;Junio;797
058 Otras enfermedades del corazón;Ambos sexos;Todos los meses;12.496
058 Otras enfermedades del corazón;Ambos sexos;Enero;2.539
058 Otras enfermedades del corazón;Ambos sexos;Febrero;2.067
058 Otras enfermedades del corazón;Ambos sexos;Marzo;2.188
058 Otras enfermedades del corazón;Ambos sexos;Abril;2.017
058 Otras enfermedades del corazón;Ambos sexos;Mayo;1.966
058 Otras enfermedades del corazón;Ambos sexos;Junio;1.719
058 Otras enfermedades del corazón;Hombres;Todos los meses;5.671
058 Otras enfermedades del corazón;Hombres;Enero;1.152
058 Otras enfermedades del corazón;Hombres;Febrero;950
058 Otras enfermedades del corazón;Hombres;Marzo;1.002
058 Otras enfermedades del corazón;Hombres;Abril;901
058 Otras enfermedades del corazón;Hombres;Mayo;872
058 Otras enfermedades del corazón;Hombres;Junio;794
058 Otras enfermedades del corazón;Mujeres;Todos los meses;6.825
058 Otras enfermedades del corazón;Mujeres;Enero;1.387
058 Otras enfermedades del corazón;Mujeres;Febrero;1.117
058 Otras enfermedades del corazón;Mujeres;Marzo;1.186
058 Otras enfermedades del corazón;Mujeres;Abril;1.116
058 Otras enfermedades del corazón;Mujeres;Mayo;1.094
058 Otras enfermedades del corazón;Mujeres;Junio;925
059 Enfermedades cerebrovasculares;Ambos sexos;Todos los meses;11.675
059 Enfermedades cerebrovasculares;Ambos sexos;Enero;2.438
059 Enfermedades cerebrovasculares;Ambos sexos;Febrero;1.874
059 Enfermedades cerebrovasculares;Ambos sexos;Marzo;2.049
059 Enfermedades cerebrovasculares;Ambos sexos;Abril;1.825
059 Enfermedades cerebrovasculares;Ambos sexos;Mayo;1.837
059 Enfermedades cerebrovasculares;Ambos sexos;Junio;1.652
059 Enfermedades cerebrovasculares;Hombres;Todos los meses;5.104
059 Enfermedades cerebrovasculares;Hombres;Enero;1.075
059 Enfermedades cerebrovasculares;Hombres;Febrero;814
059 Enfermedades cerebrovasculares;Hombres;Marzo;908
059 Enfermedades cerebrovasculares;Hombres;Abril;777
059 Enfermedades cerebrovasculares;Hombres;Mayo;801
059 Enfermedades cerebrovasculares;Hombres;Junio;729
059 Enfermedades cerebrovasculares;Mujeres;Todos los meses;6.571
059 Enfermedades cerebrovasculares;Mujeres;Enero;1.363
059 Enfermedades cerebrovasculares;Mujeres;Febrero;1.060
059 Enfermedades cerebrovasculares;Mujeres;Marzo;1.141
059 Enfermedades cerebrovasculares;Mujeres;Abril;1.048
059 Enfermedades cerebrovasculares;Mujeres;Mayo;1.036
059 Enfermedades cerebrovasculares;Mujeres;Junio;923
060 Aterosclerosis;Ambos sexos;Todos los meses;580
060 Aterosclerosis;Ambos sexos;Enero;118
060 Aterosclerosis;Ambos sexos;Febrero;100
060 Aterosclerosis;Ambos sexos;Marzo;91
060 Aterosclerosis;Ambos sexos;Abril;88
060 Aterosclerosis;Ambos sexos;Mayo;95
060 Aterosclerosis;Ambos sexos;Junio;88
060 Aterosclerosis;Hombres;Todos los meses;251
060 Aterosclerosis;Hombres;Enero;48
060 Aterosclerosis;Hombres;Febrero;44
060 Aterosclerosis;Hombres;Marzo;43
060 Aterosclerosis;Hombres;Abril;29
060 Aterosclerosis;Hombres;Mayo;46
060 Aterosclerosis;Hombres;Junio;41
060 Aterosclerosis;Mujeres;Todos los meses;329
060 Aterosclerosis;Mujeres;Enero;70
060 Aterosclerosis;Mujeres;Febrero;56
060 Aterosclerosis;Mujeres;Marzo;48
060 Aterosclerosis;Mujeres;Abril;59
060 Aterosclerosis;Mujeres;Mayo;49
060 Aterosclerosis;Mujeres;Junio;47
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Todos los meses;2.324
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Enero;436
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Febrero;397
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Marzo;402
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Abril;379
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Mayo;366
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Junio;344
061 Otras enfermedades de los vasos sanguíneos;Hombres;Todos los meses;1.469
061 Otras enfermedades de los vasos sanguíneos;Hombres;Enero;284
061 Otras enfermedades de los vasos sanguíneos;Hombres;Febrero;259
061 Otras enfermedades de los vasos sanguíneos;Hombres;Marzo;233
061 Otras enfermedades de los vasos sanguíneos;Hombres;Abril;231
061 Otras enfermedades de los vasos sanguíneos;Hombres;Mayo;243
061 Otras enfermedades de los vasos sanguíneos;Hombres;Junio;219
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Todos los meses;855
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Enero;152
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Febrero;138
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Marzo;169
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Abril;148
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Mayo;123
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Junio;125
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Todos los meses;28.807
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Enero;8.925
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Febrero;4.430
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Marzo;4.594
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Abril;4.000
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Mayo;3.673
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Junio;3.185
062-067 X.Enfermedades del sistema respiratorio;Hombres;Todos los meses;14.970
062-067 X.Enfermedades del sistema respiratorio;Hombres;Enero;4.406
062-067 X.Enfermedades del sistema respiratorio;Hombres;Febrero;2.333
062-067 X.Enfermedades del sistema respiratorio;Hombres;Marzo;2.391
062-067 X.Enfermedades del sistema respiratorio;Hombres;Abril;2.108
062-067 X.Enfermedades del sistema respiratorio;Hombres;Mayo;1.967
062-067 X.Enfermedades del sistema respiratorio;Hombres;Junio;1.765
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Todos los meses;13.837
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Enero;4.519
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Febrero;2.097
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Marzo;2.203
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Abril;1.892
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Mayo;1.706
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Junio;1.420
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Todos los meses;2.482
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Enero;2.067
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Febrero;290
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Marzo;61
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Abril;34
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Mayo;21
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Junio;9
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;Todos los meses;1.033
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;Enero;852
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;Febrero;131
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;Marzo;24
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;Abril;15
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;Mayo;7
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;Junio;4
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;Todos los meses;1.449
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;Enero;1.215
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;Febrero;159
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;Marzo;37
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;Abril;19
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;Mayo;14
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;Junio;5
063 Neumonía;Ambos sexos;Todos los meses;6.350
063 Neumonía;Ambos sexos;Enero;1.774
063 Neumonía;Ambos sexos;Febrero;1.030
063 Neumonía;Ambos sexos;Marzo;1.080
063 Neumonía;Ambos sexos;Abril;929
063 Neumonía;Ambos sexos;Mayo;816
063 Neumonía;Ambos sexos;Junio;721
063 Neumonía;Hombres;Todos los meses;3.177
063 Neumonía;Hombres;Enero;871
063 Neumonía;Hombres;Febrero;517
063 Neumonía;Hombres;Marzo;513
063 Neumonía;Hombres;Abril;469
063 Neumonía;Hombres;Mayo;427
063 Neumonía;Hombres;Junio;380
063 Neumonía;Mujeres;Todos los meses;3.173
063 Neumonía;Mujeres;Enero;903
063 Neumonía;Mujeres;Febrero;513
063 Neumonía;Mujeres;Marzo;567
063 Neumonía;Mujeres;Abril;460
063 Neumonía;Mujeres;Mayo;389
063 Neumonía;Mujeres;Junio;341
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Todos los meses;6.397
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Enero;1.601
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Febrero;1.023
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Marzo;1.113
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Abril;927
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Mayo;903
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Junio;830
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Todos los meses;4.635
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Enero;1.160
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Febrero;739
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Marzo;792
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Abril;675
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Mayo;655
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Junio;614
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Todos los meses;1.762
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Enero;441
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Febrero;284
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Marzo;321
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Abril;252
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Mayo;248
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Junio;216
065 Asma;Ambos sexos;Todos los meses;487
065 Asma;Ambos sexos;Enero;119
065 Asma;Ambos sexos;Febrero;82
065 Asma;Ambos sexos;Marzo;88
065 Asma;Ambos sexos;Abril;62
065 Asma;Ambos sexos;Mayo;72
065 Asma;Ambos sexos;Junio;64
065 Asma;Hombres;Todos los meses;99
065 Asma;Hombres;Enero;18
065 Asma;Hombres;Febrero;20
065 Asma;Hombres;Marzo;17
065 Asma;Hombres;Abril;11
065 Asma;Hombres;Mayo;19
065 Asma;Hombres;Junio;14
065 Asma;Mujeres;Todos los meses;388
065 Asma;Mujeres;Enero;101
065 Asma;Mujeres;Febrero;62
065 Asma;Mujeres;Marzo;71
065 Asma;Mujeres;Abril;51
065 Asma;Mujeres;Mayo;53
