edad,genero,horas_estudio,asistencia,nivel_socioeconomico,acceso_internet,actividades_extracurriculares,estado_emocional,nota_promedio_anterior,apoyo_familiar,rendimiento_academico
18,0,5.7,70,1,0,0,2,62.3,2,Bajo
23,0,3.4,58,3,0,1,1,61.3,3,Bajo
16,1,7.7,51,1,1,0,3,56.5,1,Bajo
20,0,3.6,69,3,0,0,3,78.0,3,Medio
17,0,7.9,98,2,0,0,3,81.0,2,Alto
24,0,7.3,82,1,0,1,2,79.0,2,Medio
18,1,3.3,55,1,1,1,3,92.1,1,Bajo
16,0,1.3,78,1,0,1,1,53.5,3,Bajo
22,0,0.7,65,3,0,1,1,51.4,3,Bajo
24,0,4.3,85,1,1,1,3,92.3,2,Medio
22,0,6.1,54,2,0,0,1,56.0,3,Bajo
15,0,1.4,86,2,0,0,3,57.2,2,Bajo
24,0,2.5,58,1,1,0,2,76.9,1,Bajo
20,0,5.0,81,2,0,1,2,70.3,3,Medio
15,1,3.7,86,1,0,1,3,83.3,3,Medio
20,1,4.8,83,3,0,1,3,59.5,1,Bajo
21,0,5.4,88,3,1,0,2,92.0,1,Medio
16,0,3.0,96,3,1,1,1,60.9,1,Bajo
23,0,6.3,89,1,0,0,2,71.6,3,Medio
22,1,5.6,78,3,1,1,2,51.1,1,Bajo
23,0,5.5,80,2,0,0,1,98.2,3,Medio
24,0,1.2,52,1,1,0,1,64.5,2,Bajo
18,1,3.8,92,2,1,0,2,76.6,1,Medio
18,1,4.6,74,3,1,0,1,73.9,1,Medio
22,0,1.8,91,1,0,0,2,70.1,2,Bajo
15,0,6.1,85,2,1,1,1,59.0,1,Bajo
22,1,1.0,93,2,1,0,1,81.0,2,Bajo
21,1,1.2,62,3,1,1,2,77.8,3,Bajo
21,1,3.3,88,3,0,0,2,72.0,1,Medio
23,1,1.1,68,2,0,1,1,77.5,2,Bajo
24,0,0.1,65,3,0,1,2,82.5,2,Bajo
21,0,3.3,91,1,0,0,3,93.0,1,Medio
16,1,5.2,79,1,1,0,2,61.5,1,Bajo
15,0,4.0,88,2,0,1,1,88.5,2,Medio
15,0,0.4,84,1,0,0,2,90.8,2,Bajo
21,1,1.9,51,2,0,1,3,87.2,2,Bajo
19,1,4.2,50,2,0,0,1,90.9,2,Bajo
18,1,5.9,97,2,1,0,3,78.9,3,Medio
19,0,6.4,94,2,0,1,1,51.1,2,Bajo
24,0,4.2,52,3,0,0,2,84.8,2,Bajo
24,0,5.2,75,1,0,0,3,93.1,1,Medio
20,1,7.2,77,1,0,1,1,63.2,2,Bajo
24,0,0.5,76,3,1,0,1,87.2,2,Bajo
20,1,0.8,63,3,0,0,2,55.6,2,Bajo
15,0,3.7,99,3,0,0,3,82.3,3,Medio
16,1,4.9,92,3,1,1,2,52.9,3,Bajo
17,0,0.0,73,2,1,1,2,77.4,1,Bajo
18,0,3.6,84,3,0,0,2,93.8,1,Medio
20,1,1.4,83,1,1,0,1,68.9,3,Bajo
23,1,5.2,73,2,1,1,3,59.3,1,Bajo
16,0,2.1,55,1,0,0,2,83.9,1,Bajo
22,0,7.2,80,1,1,1,2,92.3,3,Medio
23,1,0.5,78,1,0,1,2,65.1,3,Bajo
16,0,6.5,85,3,0,1,3,78.6,2,Medio
23,0,3.1,78,1,1,0,2,83.0,1,Medio
21,1,6.9,62,1,0,1,3,69.5,2,Medio
23,1,6.5,57,1,1,0,3,53.4,3,Bajo
20,0,1.9,64,3,0,0,1,91.5,2,Bajo
16,1,0.4,82,1,1,0,1,91.9,3,Bajo
22,0,5.6,74,3,1,1,1,55.1,2,Bajo
24,0,1.6,65,2,1,0,3,79.4,1,Bajo
23,1,7.4,70,1,1,1,3,86.6,2,Medio
22,0,0.5,86,3,1,0,1,54.6,3,Bajo
16,0,2.6,94,2,1,1,2,92.3,2,Medio
22,0,0.1,66,1,0,1,3,67.7,3,Bajo
17,0,2.5,83,2,1,0,2,79.4,1,Medio
17,0,4.3,62,1,1,0,2,68.8,3,Medio
23,1,5.2,83,1,0,0,2,76.4,3,Medio
23,1,5.8,92,2,1,1,3,82.9,3,Alto
23,0,6.7,64,2,1,1,1,85.4,1,Medio
18,0,0.9,90,3,1,0,3,70.1,3,Bajo
21,1,6.1,71,1,0,0,3,55.6,1,Bajo
22,0,2.2,53,2,1,1,1,67.2,3,Bajo
19,1,1.1,98,3,0,1,1,91.7,3,Bajo
15,1,2.1,96,1,0,1,3,79.5,1,Medio
23,1,6.9,88,1,1,0,3,72.4,2,Medio
20,0,5.0,72,2,0,1,2,83.5,1,Medio
17,0,4.8,62,2,0,1,3,90.9,2,Medio
17,0,4.7,57,2,1,0,2,94.1,3,Bajo
24,0,3.3,50,1,1,0,1,86.1,1,Bajo
15,1,3.3,90,2,1,0,3,54.5,3,Bajo
22,0,1.2,99,2,0,0,1,61.2,2,Bajo
16,0,2.7,66,3,1,0,2,98.3,3,Medio
15,0,4.1,66,2,1,0,2,86.2,1,Medio
21,1,4.8,57,3,1,0,2,94.6,3,Bajo
23,0,0.6,52,2,1,0,1,76.5,2,Bajo
20,1,2.7,78,2,0,0,1,55.0,1,Bajo
22,0,2.7,71,3,0,0,2,57.1,2,Bajo
22,0,4.1,92,1,1,1,1,97.9,1,Medio
23,0,5.7,51,1,0,0,2,67.1,3,Bajo
21,0,5.1,51,1,1,1,2,69.4,2,Bajo
23,0,4.6,97,3,1,0,3,98.7,2,Medio
23,1,2.3,66,2,0,1,1,73.8,2,Medio
15,0,6.7,58,3,0,1,2,50.7,1,Bajo
20,1,6.3,82,1,0,0,1,77.3,3,Medio
22,0,1.5,78,3,0,0,1,86.5,2,Bajo
24,0,5.2,78,3,1,0,2,77.1,3,Medio
23,1,7.3,93,1,1,0,2,82.4,1,Medio
18,0,3.5,55,2,0,1,2,75.8,2,Bajo
16,1,7.4,92,2,1,1,2,61.3,2,Bajo
23,1,0.2,55,1,1,0,1,54.4,1,Bajo
23,0,4.1,86,2,1,1,3,50.8,2,Bajo
22,0,2.1,94,1,0,0,3,84.3,1,Medio
17,0,2.1,50,2,0,0,1,69.4,1,Bajo
19,0,7.0,65,1,1,1,2,75.6,1,Medio
16,0,2.5,60,3,0,1,3,55.9,1,Bajo
17,1,0.2,71,3,1,1,3,77.7,2,Bajo
15,1,4.3,83,3,0,0,2,62.4,2,Bajo
18,0,7.8,50,1,1,0,3,90.8,1,Bajo
19,0,0.6,62,3,1,1,1,79.9,2,Bajo
16,1,2.3,98,3,0,1,1,53.1,2,Bajo
17,1,3.8,95,2,1,1,1,60.7,3,Bajo
20,1,6.6,98,3,0,1,2,61.7,2,Bajo
20,0,2.2,91,1,0,1,1,90.2,1,Medio
21,0,2.7,77,1,1,1,2,74.4,1,Medio
23,1,3.1,98,3,0,1,1,82.2,1,Medio
18,1,3.0,62,2,0,0,3,74.4,1,Medio
19,0,1.6,87,3,1,0,1,70.3,1,Bajo
16,1,7.3,79,1,0,1,1,91.2,3,Medio
20,0,6.3,85,3,1,0,1,91.1,2,Alto
18,1,7.8,53,2,0,0,1,92.1,2,Bajo
19,0,3.0,63,3,1,0,1,97.8,2,Medio
21,1,0.4,85,1,0,1,2,66.5,2,Bajo
20,1,0.9,72,1,1,0,2,85.3,3,Bajo
22,1,2.9,54,2,1,1,3,66.9,1,Bajo
20,1,7.3,95,2,1,1,2,94.6,2,Alto
24,0,7.8,64,2,0,1,1,76.4,1,Medio
22,1,6.6,72,1,0,1,2,68.6,2,Medio
18,0,1.9,57,3,0,0,1,50.4,3,Bajo
21,1,5.3,60,2,0,0,1,83.7,3,Bajo
17,1,4.8,56,2,0,0,1,72.8,2,Bajo
15,0,6.6,72,3,0,1,3,54.8,1,Bajo
23,1,4.1,94,3,0,0,2,69.1,2,Medio
23,1,2.5,95,2,0,0,1,75.7,2,Medio
20,0,0.2,90,3,0,0,2,66.6,3,Bajo
16,1,6.4,76,2,1,0,1,88.5,1,Medio
22,1,4.2,80,2,0,0,1,86.8,3,Medio
24,1,4.3,96,2,1,1,2,55.8,2,Bajo
20,0,7.7,89,3,1,0,1,75.7,3,Medio
21,1,3.9,51,2,1,0,3,73.0,1,Bajo
15,0,2.5,93,3,0,1,2,87.6,2,Medio
17,0,2.7,97,1,0,0,3,74.3,2,Medio
15,0,0.1,80,3,1,1,1,65.9,2,Bajo
24,0,1.0,57,3,1,1,1,73.5,1,Bajo
15,1,0.4,50,1,0,0,3,73.8,2,Bajo
15,1,1.9,74,1,0,1,1,59.1,1,Bajo
18,0,0.5,66,2,1,1,2,67.9,1,Bajo
21,1,2.6,79,1,1,0,2,70.7,1,Medio
21,1,1.0,73,3,0,0,3,52.8,2,Bajo
19,1,7.3,80,2,0,0,2,81.5,3,Medio
20,1,7.5,62,2,1,1,1,60.6,3,Bajo
16,1,4.8,64,1,0,1,2,67.0,2,Medio
19,1,6.4,75,1,1,0,3,59.0,1,Bajo
21,0,5.4,81,1,1,1,3,87.1,2,Alto
23,1,6.5,94,2,1,1,1,77.6,3,Medio
20,0,5.1,84,2,0,0,3,59.9,1,Bajo
24,1,3.4,65,1,0,1,2,59.9,2,Bajo
18,0,7.0,58,2,1,1,1,61.4,1,Bajo
17,1,3.5,68,2,0,0,2,97.9,3,Medio
23,0,3.2,89,2,0,0,1,73.7,1,Medio
21,0,5.0,89,2,1,0,1,96.5,2,Medio
20,1,7.5,95,2,1,0,1,99.6,3,Alto
21,1,3.5,94,3,1,1,1,75.5,2,Medio
22,0,4.6,52,2,0,1,2,54.3,2,Bajo
19,1,3.9,75,1,1,1,1,90.6,2,Medio
17,1,7.3,86,2,0,0,1,80.5,1,Medio
17,1,5.4,57,2,0,1,1,53.7,3,Bajo
16,1,3.4,55,1,0,0,2,74.5,2,Bajo
22,0,4.9,54,3,1,0,3,83.1,2,Bajo
15,1,1.2,70,1,1,0,3,72.2,1,Bajo
22,1,2.7,76,1,1,0,3,78.8,1,Medio
17,1,5.9,93,1,1,0,1,96.8,1,Medio
23,1,4.5,87,2,0,0,3,57.0,2,Bajo
16,0,2.5,57,2,0,0,1,74.2,2,Bajo
24,1,2.9,71,2,1,1,1,50.4,3,Bajo
23,1,6.5,72,1,1,0,1,71.8,2,Medio
20,1,4.3,74,2,0,0,2,60.4,1,Bajo
15,0,1.9,56,3,0,1,2,61.4,2,Bajo
19,1,2.4,63,2,1,0,3,61.6,3,Bajo
24,0,3.7,90,2,0,0,3,88.0,1,Medio
23,1,6.1,78,1,1,1,3,75.4,3,Medio
20,1,8.0,66,3,0,1,2,69.0,3,Medio
21,0,1.5,55,3,0,1,2,50.0,1,Bajo
18,0,6.0,81,3,1,1,2,91.8,2,Alto
15,1,4.9,68,2,1,1,2,50.0,2,Bajo
19,1,4.2,76,3,1,0,2,90.4,2,Medio
16,1,7.7,79,1,1,1,3,86.4,2,Medio
22,1,2.6,99,3,0,0,3,56.1,3,Bajo
18,1,1.4,82,2,0,0,1,81.0,2,Bajo
15,0,7.0,86,3,1,1,3,50.6,2,Bajo
24,1,0.5,94,3,1,0,2,61.2,1,Bajo
21,0,6.5,60,1,0,0,3,62.1,2,Bajo
16,0,4.7,90,3,1,0,1,99.0,2,Medio
17,1,1.3,59,2,1,0,2,78.5,3,Bajo
23,1,1.8,78,2,0,0,1,50.4,1,Bajo
23,0,1.2,71,3,0,0,3,56.4,1,Bajo
16,0,5.7,69,1,0,0,3,59.6,3,Bajo
17,1,1.2,68,1,0,0,2,91.1,3,Bajo
23,0,5.5,73,2,1,0,2,83.9,3,Medio
15,0,1.0,77,1,0,1,1,74.2,3,Bajo
16,0,6.4,51,3,0,1,2,90.5,2,Bajo
16,1,7.4,89,1,0,1,3,73.7,3,Medio
24,1,4.5,67,1,1,0,1,90.8,1,Medio
17,0,7.7,67,2,0,1,2,61.0,1,Bajo
24,0,3.1,51,3,1,1,1,96.5,2,Bajo
17,1,2.0,96,2,0,1,1,97.9,3,Bajo
24,1,1.4,98,1,0,1,1,81.9,3,Bajo
16,0,3.8,72,2,0,0,2,81.7,2,Medio
22,1,1.0,96,1,1,1,3,78.3,2,Bajo
22,1,7.0,64,2,0,0,1,71.6,2,Medio
22,1,6.3,74,1,0,0,3,58.9,3,Bajo
16,1,4.5,94,2,1,0,1,59.6,3,Bajo
23,1,5.8,67,1,1,0,1,82.6,1,Medio
21,0,0.4,70,3,1,1,1,73.4,2,Bajo
19,0,1.6,96,2,0,1,1,61.3,2,Bajo
21,1,5.0,81,1,1,1,3,54.6,2,Bajo
22,1,3.8,99,1,0,1,1,98.0,2,Medio
23,1,4.8,68,3,0,0,2,84.4,3,Medio
16,1,0.7,67,1,0,1,1,59.5,1,Bajo
20,0,5.2,73,2,1,1,2,87.5,1,Medio
23,0,6.4,96,3,0,1,3,58.5,3,Bajo
20,1,4.4,91,2,0,1,2,79.5,3,Medio
16,1,2.9,79,2,1,1,1,78.4,2,Medio
15,1,1.4,78,1,1,0,3,55.4,2,Bajo
17,1,2.1,70,1,1,1,2,83.2,2,Medio
19,1,4.2,70,2,1,0,3,77.9,3,Medio
21,0,2.0,97,1,1,0,1,90.1,3,Bajo
24,0,6.2,90,2,0,0,2,95.4,3,Alto
24,1,1.1,51,1,1,0,2,85.4,1,Bajo
17,1,4.1,94,2,0,0,1,65.2,2,Medio
23,0,4.0,50,1,0,1,2,66.4,1,Bajo
24,0,1.1,71,3,1,1,2,65.6,2,Bajo
18,0,8.0,89,2,1,1,2,93.2,3,Alto
24,1,6.6,87,1,1,1,1,74.2,1,Medio
16,0,3.1,68,3,1,1,2,97.9,1,Medio
17,1,5.5,68,2,1,0,1,82.7,3,Medio
19,1,5.7,51,3,0,1,2,80.1,3,Bajo
17,0,5.2,78,3,1,1,1,94.9,2,Medio
19,1,3.5,99,3,1,1,2,79.5,2,Medio
18,0,7.1,99,3,0,1,2,91.1,3,Alto
24,1,6.2,72,2,1,0,2,74.9,2,Medio
17,0,4.3,96,2,0,0,3,79.9,1,Medio
20,0,0.0,97,2,1,0,1,63.0,3,Bajo
22,0,1.8,76,1,0,0,3,93.8,3,Bajo
18,0,4.1,94,3,0,0,2,63.9,3,Bajo
23,1,7.2,72,1,0,0,1,98.2,3,Medio
20,0,5.0,77,3,0,1,3,69.3,3,Medio
19,0,3.3,77,1,0,0,2,71.8,2,Medio
17,0,0.4,54,1,1,1,2,74.6,2,Bajo
19,0,4.8,67,2,1,0,2,69.2,3,Medio
19,1,2.8,79,3,0,1,3,78.8,1,Medio
18,0,4.3,73,2,1,0,1,82.5,2,Medio
20,1,6.1,86,1,1,0,2,58.6,3,Bajo
17,1,6.4,65,1,0,0,1,91.5,2,Medio
24,1,6.9,78,2,0,0,2,83.1,2,Medio
15,0,5.1,79,2,0,0,1,87.2,3,Medio
21,1,7.2,74,2,0,0,2,97.0,3,Medio
21,0,5.5,87,2,1,0,3,90.5,2,Alto
18,0,6.3,88,2,0,0,2,80.9,2,Alto
23,0,5.5,50,3,1,1,3,65.2,3,Bajo
16,1,7.0,89,3,0,0,2,79.8,3,Medio
15,0,1.8,88,2,1,0,1,53.0,1,Bajo
17,1,6.1,88,3,1,0,2,81.0,1,Medio
21,1,0.9,80,3,0,1,2,71.6,3,Bajo
23,1,0.7,88,1,0,1,1,84.7,2,Bajo
16,1,3.9,80,3,1,0,2,64.1,1,Bajo
20,0,2.4,82,3,0,1,1,81.0,2,Medio
17,0,4.5,61,1,1,1,3,89.9,3,Medio
19,0,5.4,74,2,1,1,2,55.2,1,Bajo
23,0,1.8,72,3,1,0,1,83.9,3,Bajo
17,0,5.6,92,1,1,1,1,98.5,1,Medio
15,1,8.0,97,2,1,1,3,93.8,1,Medio
19,1,6.1,77,3,0,1,3,57.2,3,Bajo
15,1,1.4,82,3,1,0,2,72.4,2,Bajo
22,0,5.1,87,3,1,0,1,61.9,2,Bajo
21,1,0.1,75,1,1,0,2,53.6,1,Bajo
16,0,3.8,73,2,1,0,2,89.5,3,Medio
23,1,4.3,54,2,1,0,3,91.5,3,Bajo
19,1,7.8,93,3,1,1,1,82.8,3,Alto
21,1,5.9,66,1,1,0,3,54.6,1,Bajo
18,0,5.6,94,2,1,0,1,53.9,3,Bajo
15,0,4.3,86,2,1,0,2,77.9,1,Medio
22,0,4.1,64,2,1,1,1,95.1,2,Medio
15,0,7.9,51,1,1,0,3,58.8,2,Bajo
17,1,0.2,83,3,0,0,3,81.6,1,Bajo
20,0,2.4,69,2,1,1,1,75.0,3,Medio
22,0,1.1,79,1,1,1,1,62.9,3,Bajo
22,1,2.5,65,3,0,0,1,71.0,3,Medio
16,1,3.7,93,3,1,0,1,72.6,2,Medio
23,1,2.7,53,1,0,1,2,57.5,3,Bajo
18,0,7.7,80,3,0,0,2,58.8,1,Bajo
18,1,5.4,75,3,0,1,2,83.6,3,Medio
16,1,5.8,90,1,1,1,2,56.4,1,Bajo
15,0,5.9,61,3,1,1,3,89.0,3,Medio
24,1,7.2,51,1,1,1,1,92.4,2,Bajo
21,0,6.1,57,2,1,0,1,55.7,1,Bajo
24,0,0.1,63,1,1,0,2,97.2,2,Bajo
17,0,2.1,73,2,0,0,3,98.9,3,Medio
18,1,7.9,92,2,0,1,3,52.7,1,Bajo
23,1,5.2,89,2,1,0,3,50.2,2,Bajo
20,1,0.5,90,1,1,0,1,97.4,2,Bajo
15,0,3.7,74,1,0,1,1,54.5,3,Bajo
23,1,7.8,56,1,1,1,2,63.4,2,Bajo
23,0,7.9,81,2,0,0,3,73.7,3,Medio
19,1,3.5,72,3,1,1,3,57.9,2,Bajo
22,0,7.1,95,3,0,1,2,70.8,3,Medio
21,0,4.7,88,1,0,1,1,96.4,3,Medio
22,0,4.1,75,3,1,1,1,94.4,2,Medio
23,0,3.3,91,2,1,1,2,57.7,2,Bajo
16,0,7.1,56,2,1,0,3,97.2,2,Bajo
24,0,5.0,96,3,0,1,2,85.5,1,Medio
19,0,2.7,99,3,0,0,3,98.5,3,Medio
22,0,3.9,94,2,1,0,3,58.9,1,Bajo
17,0,3.6,53,1,1,0,2,53.3,3,Bajo
20,0,3.6,93,1,1,1,2,70.8,2,Medio
20,0,2.5,74,3,0,0,3,99.4,3,Medio
21,0,5.1,67,3,1,1,3,72.8,2,Medio
17,1,0.4,56,1,1,1,2,82.3,1,Bajo
22,1,7.1,71,3,1,0,3,76.9,1,Medio
22,0,3.3,53,3,1,1,3,94.8,1,Bajo
23,1,6.4,78,3,0,1,3,93.5,1,Medio
22,0,5.8,73,2,1,1,2,98.1,1,Medio
17,1,3.8,89,1,1,1,3,80.5,3,Medio
20,0,1.6,99,3,0,1,3,78.1,3,Bajo
23,1,4.5,87,3,0,0,1,53.2,1,Bajo
15,0,7.6,90,3,0,0,2,65.4,3,Medio
17,1,1.5,61,3,1,1,2,68.0,3,Bajo
16,0,2.0,58,3,0,0,3,75.2,1,Bajo
22,1,7.9,64,3,0,0,1,56.2,3,Bajo
20,1,7.1,62,2,1,0,2,76.8,2,Medio
24,1,4.4,79,2,0,0,3,63.2,1,Bajo
22,0,5.6,84,2,0,1,3,98.5,1,Medio
16,1,3.5,84,2,0,0,3,60.3,3,Bajo
20,1,3.2,75,3,0,1,1,58.7,3,Bajo
21,0,3.5,68,3,1,1,1,75.7,1,Medio
22,0,3.3,70,3,0,0,1,96.3,3,Medio
23,1,5.4,70,2,1,0,2,55.5,2,Bajo
19,0,2.6,62,2,0,1,2,95.9,2,Medio
17,1,1.4,70,2,0,0,2,55.4,3,Bajo
16,1,5.7,73,1,0,0,1,58.6,1,Bajo
22,0,0.3,75,3,0,1,2,57.9,2,Bajo
15,1,5.8,93,2,1,0,1,61.5,3,Bajo
24,1,2.1,80,2,0,0,1,87.6,1,Medio
20,0,1.5,79,3,1,1,3,71.2,1,Bajo
16,0,3.0,73,1,0,1,3,90.6,3,Medio
17,1,0.9,81,2,0,0,3,66.4,3,Bajo
22,1,3.1,79,1,1,0,3,73.5,2,Medio
15,1,0.8,75,2,1,0,1,74.8,1,Bajo
20,0,3.9,87,2,0,1,3,73.3,1,Medio
17,1,1.4,67,3,0,0,3,69.9,1,Bajo
20,1,1.0,90,1,0,0,1,67.5,1,Bajo
17,1,4.6,98,2,1,1,2,92.3,2,Medio
22,0,5.0,61,3,0,1,2,70.4,2,Medio
19,1,0.0,70,2,0,0,2,56.6,2,Bajo
18,1,3.1,72,3,0,0,2,59.7,2,Bajo
23,0,0.6,77,2,1,1,2,85.0,1,Bajo
19,0,5.9,66,3,1,1,2,99.7,2,Medio
18,1,5.5,64,2,1,1,1,84.0,3,Medio
22,0,0.4,72,3,1,0,3,54.3,2,Bajo
22,1,7.5,83,3,0,1,3,76.2,1,Medio
22,1,7.7,77,1,1,1,2,80.5,3,Medio
18,0,2.7,53,3,0,0,3,78.6,1,Bajo
15,1,1.0,90,1,1,1,2,58.1,2,Bajo
16,1,0.9,61,3,1,0,3,83.3,3,Bajo
18,1,6.7,51,3,0,1,1,50.9,1,Bajo
24,1,3.7,74,3,1,1,2,87.9,2,Medio
16,1,0.1,73,3,1,0,1,63.2,3,Bajo
24,0,7.4,80,1,1,1,3,98.2,2,Medio
17,1,4.7,53,3,0,0,1,68.9,3,Bajo
23,1,5.5,93,3,0,1,1,53.5,2,Bajo
23,0,6.6,83,3,1,0,2,99.5,3,Alto
23,0,6.5,55,3,1,1,2,81.7,2,Bajo
21,0,0.6,80,3,1,0,1,78.2,2,Bajo
18,0,4.6,88,3,0,0,3,67.8,2,Medio
15,0,5.6,99,2,1,0,3,72.7,1,Medio
17,0,0.7,73,1,1,0,3,72.3,1,Bajo
22,0,1.8,74,1,0,0,2,63.5,2,Bajo
18,0,3.2,54,3,1,1,2,67.2,2,Bajo
24,1,7.1,59,2,1,1,2,96.9,3,Bajo
24,1,6.8,67,2,0,0,2,58.5,3,Bajo
16,0,6.3,78,1,0,1,2,74.7,1,Medio
22,1,7.9,60,2,1,1,3,95.2,3,Bajo
21,1,1.9,98,2,1,0,1,88.4,1,Bajo
24,1,3.7,79,1,1,1,2,99.9,2,Medio
23,1,3.6,92,1,0,1,3,89.1,2,Medio
16,1,5.4,54,1,1,1,3,51.6,2,Bajo
19,0,6.8,55,3,1,0,3,60.4,1,Bajo
20,0,3.9,63,1,1,0,2,96.5,1,Medio
16,1,3.9,65,1,1,0,3,97.5,3,Medio
16,0,4.9,63,2,0,1,3,77.5,3,Medio
24,1,5.9,82,2,0,0,3,72.5,1,Medio
18,1,1.6,86,1,1,0,2,81.2,3,Bajo
22,1,7.7,54,1,1,1,1,95.0,3,Bajo
19,0,0.7,89,2,0,0,1,73.4,3,Bajo
23,1,0.2,63,1,0,1,1,82.0,3,Bajo
18,1,2.9,89,3,1,0,3,61.5,2,Bajo
17,1,5.6,58,1,0,1,2,77.6,1,Bajo
24,0,7.8,76,2,1,1,2,56.8,1,Bajo
22,1,7.5,52,3,0,1,3,50.9,1,Bajo
15,0,5.5,59,1,0,0,2,78.8,2,Bajo
23,1,3.5,97,2,1,1,2,84.9,2,Medio
18,1,4.8,60,2,0,0,1,61.6,1,Bajo
23,1,7.7,83,2,1,0,3,60.0,3,Bajo
22,0,2.1,50,2,0,0,3,84.2,2,Bajo
17,1,3.8,59,3,1,1,1,80.7,3,Bajo
17,1,5.5,55,1,0,1,1,91.1,3,Bajo
23,1,0.1,57,1,0,0,2,63.5,3,Bajo
17,1,3.1,80,1,0,0,2,85.1,1,Medio
18,1,4.5,55,1,0,1,1,59.5,1,Bajo
23,1,7.2,80,2,1,1,1,62.4,3,Bajo
18,0,7.9,83,3,1,1,3,75.3,2,Medio
17,1,4.5,89,2,0,0,3,91.7,1,Medio
21,0,7.6,78,3,1,0,1,64.6,1,Bajo
20,1,0.8,52,1,1,0,1,59.8,1,Bajo
15,0,5.6,71,2,1,0,2,80.9,1,Medio
24,1,3.2,61,2,0,0,3,67.2,2,Medio
22,0,6.0,87,1,0,0,1,70.1,2,Medio
15,1,6.9,68,3,1,1,1,79.5,1,Medio
18,0,0.4,56,3,1,0,3,54.5,2,Bajo
20,1,7.5,72,3,0,0,1,65.5,1,Medio
20,0,0.5,62,2,1,1,3,79.1,1,Bajo
21,1,6.0,53,2,1,0,2,56.9,3,Bajo
19,1,0.6,70,2,0,1,3,77.2,2,Bajo
19,1,6.9,63,3,0,1,2,85.9,3,Medio
18,0,1.6,85,2,1,0,2,75.0,3,Bajo
20,0,3.5,99,3,1,0,2,75.2,2,Medio
21,0,7.5,56,1,1,0,2,57.7,1,Bajo
24,1,6.3,62,2,1,1,3,51.5,1,Bajo
24,0,6.3,84,2,1,0,3,53.6,2,Bajo
15,1,6.1,98,1,1,0,2,75.5,3,Medio
23,1,4.6,82,1,0,0,1,72.4,1,Medio
22,1,7.6,60,3,0,1,2,90.6,3,Bajo
21,1,6.7,88,1,0,0,2,68.9,3,Medio
23,1,3.5,74,2,0,1,2,96.6,3,Medio
17,1,5.9,95,1,0,1,1,66.8,2,Medio
24,1,8.0,88,1,0,1,1,77.8,3,Medio
18,0,7.0,73,2,0,1,2,83.6,1,Medio
21,0,0.0,71,3,0,0,3,88.4,1,Bajo
20,1,5.9,92,2,1,1,1,82.7,3,Alto
16,1,7.2,97,2,0,1,1,56.3,2,Bajo
16,0,2.6,98,1,1,1,2,84.4,3,Medio
24,1,7.8,95,1,1,1,3,50.0,3,Bajo
21,0,3.2,71,2,1,1,3,66.8,3,Medio
23,1,3.4,64,1,0,1,3,73.9,1,Medio
23,1,1.3,67,3,1,1,1,70.6,2,Bajo
21,0,0.8,93,1,0,1,1,63.2,3,Bajo
22,0,4.3,94,3,1,1,2,92.9,2,Medio
24,1,4.8,81,2,1,0,2,99.7,2,Medio
17,1,2.9,85,1,1,0,1,83.0,3,Medio
15,0,4.9,59,1,0,0,3,56.2,3,Bajo
21,0,3.2,58,3,1,0,3,59.3,1,Bajo
22,0,6.9,93,3,1,0,1,50.2,3,Bajo
16,1,7.6,74,2,0,1,1,68.4,1,Medio
23,0,4.7,53,2,0,0,2,91.0,3,Bajo
18,1,6.7,87,2,1,1,3,61.8,2,Bajo
24,0,6.8,95,2,0,0,3,70.2,1,Medio
23,0,5.7,85,3,1,1,3,97.5,2,Alto
17,0,1.5,91,1,0,1,2,76.6,1,Bajo
22,0,1.2,86,1,0,0,1,97.0,1,Bajo
16,1,7.4,88,2,0,1,2,52.5,3,Bajo
17,1,2.1,56,1,0,1,1,83.7,2,Bajo
15,0,2.0,91,2,0,0,1,56.6,3,Bajo
19,1,1.3,75,1,0,0,2,51.5,2,Bajo
18,1,4.2,69,1,1,1,1,63.2,1,Bajo
15,1,5.4,94,1,1,1,1,51.0,2,Bajo
24,0,5.4,96,1,1,0,2,58.0,2,Bajo
23,0,2.1,70,3,1,1,1,60.0,2,Bajo
20,1,0.8,54,1,1,0,1,99.8,2,Bajo
20,0,2.5,79,3,1,0,2,53.0,2,Bajo
16,0,4.0,97,3,1,0,1,97.5,2,Medio
21,0,4.9,87,3,1,1,3,69.2,3,Medio
23,0,2.2,85,1,1,1,2,77.1,3,Medio
20,1,1.5,87,2,1,0,2,51.7,1,Bajo
22,1,6.7,72,2,0,0,2,50.3,1,Bajo
19,0,6.9,72,3,1,0,2,62.2,1,Bajo
16,1,2.2,97,3,0,1,1,84.3,3,Medio
18,1,4.5,55,1,1,1,3,84.7,2,Bajo
15,1,3.5,92,2,0,0,3,79.3,2,Medio
15,1,1.1,95,3,0,1,2,73.2,3,Bajo
20,1,7.5,72,2,0,0,2,62.0,3,Bajo
16,0,0.1,64,2,1,1,2,91.9,1,Bajo
20,1,1.5,50,1,0,1,2,78.7,1,Bajo
15,1,2.8,85,3,1,1,1,67.2,2,Medio
24,0,6.9,88,1,0,0,2,57.4,3,Bajo
17,0,6.3,77,2,1,0,3,83.0,2,Medio
23,0,4.6,59,2,0,1,2,59.8,2,Bajo
16,1,5.6,82,3,0,1,2,76.2,3,Medio
